algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8398576512455516,0.8347081579246786,0.8183712121212121,0.8249512022924539
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8821647734691214,0.8234254143646409,0.841835525536201
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8512464387464388,0.7736985236985237,0.7933570290476775
NCA,ionosphere,(351|34|2),10,0,0.8113879003558719,0.800091022869496,0.7877168102978074,0.7928794937765107
MLKR,ionosphere,(351|34|2),10,0,0.8113879003558719,0.7987192057850228,0.7731118332586284,0.7827647067403766
LFDA,ionosphere,(351|34|2),10,0,0.800711743772242,0.843107302533532,0.7473144268987002,0.7622673434856175
LMNN,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8814553990610329,0.8128437843784379,0.8324388789505068
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8840852130325814,0.7664059104737071,0.7867288300986665
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8540925266903915,0.8474808324205915,0.8215371621621621,0.8319500561576498
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8149466192170819,0.8579935868071461,0.7557543362059561,0.7745061728395062
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8861209964412812,0.8938150144128336,0.8521122814881219,0.8676401318888365
NCA,ionosphere,(351|34|2),10,0,0.7473309608540926,0.7508809020436927,0.6926406926406926,0.7016048219440332
MLKR,ionosphere,(351|34|2),10,0,0.697508896797153,0.6717639168343393,0.6402672800963961,0.6450807614009539
LFDA,ionosphere,(351|34|2),10,0,0.8932384341637011,0.9059870550161813,0.8549801924165252,0.873499399759904
LMNN,ionosphere,(351|34|2),10,0,0.8398576512455516,0.8596527208094067,0.7906629834254144,0.8096119969284972
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8362989323843416,0.8501941747572815,0.7951074506381586,0.8108906835205992
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8594294880736504,0.7822598313068244,0.801150307903097
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8220640569395018,0.8567436661698957,0.7633388338833884,0.783179012345679
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8612099644128114,0.8883735527967639,0.8104996096799375,0.832699793908862
NCA,ionosphere,(351|34|2),10,0,0.8149466192170819,0.8019175335255044,0.7726655348047538,0.7835644033653276
MLKR,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8332477535301668,0.7868508287292817,0.8014601978332547
LFDA,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8610482654600302,0.7669510427121669,0.7886953252287254
LMNN,ionosphere,(351|34|2),10,0,0.8469750889679716,0.864989939637827,0.8006629834254144,0.8192817935717385
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8683274021352313,0.8932628280454367,0.8285698701865387,0.8474282779367525
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8754524886877828,0.7738448844884488,0.7954337758089249
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8754448398576512,0.8867901234567901,0.8431920254135173,0.8581974422192424
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8563508064516129,0.7734254143646409,0.7933570290476774
NCA,ionosphere,(351|34|2),10,0,0.8113879003558719,0.8686168546365916,0.7537196765498653,0.7710072727831849
MLKR,ionosphere,(351|34|2),10,0,0.8434163701067615,0.881923890063425,0.794410039113429,0.8144657863145258
LFDA,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8861088323762647,0.8106710671067107,0.8313325330132053
LMNN,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8527149321266969,0.7620461676378305,0.7834552174254934
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8771949916017713,0.7683887440243373,0.7882897427618125
MMC_Supervised,ionosphere,(351|34|2),10,0,0.797153024911032,0.783216986620128,0.7677942794279429,0.7739659333060498
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8398576512455516,0.8799160406539992,0.7837458745874587,0.80557221274044
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8825622775800712,0.917027758970887,0.8388063806380639,0.8613092834387759
NCA,ionosphere,(351|34|2),10,0,0.8042704626334519,0.8576830249396621,0.7415254237288136,0.758805811757729
MLKR,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8995433789954338,0.7924528301886793,0.8132100555958424
LFDA,ionosphere,(351|34|2),10,0,0.8078291814946619,0.8667739340305711,0.7466991341991343,0.7640858208955223
LMNN,ionosphere,(351|34|2),10,0,0.8754448398576512,0.8815147625160462,0.8363893604980193,0.8529037854653685
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8113879003558719,0.8448300691244239,0.7591450216450217,0.7757652408268967
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8715650718370763,0.793041804180418,0.8132100555958424
LSML_Supervised,ionosphere,(351|34|2),10,0,0.7864768683274022,0.8641637897967012,0.7079910176361047,0.7224051633298209
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8370215311004785,0.7744318181818182,0.7896984371560642
NCA,ionosphere,(351|34|2),10,0,0.7935943060498221,0.8438430983118173,0.7266281226137231,0.7426739926739927
MLKR,ionosphere,(351|34|2),10,0,0.8078291814946619,0.8253604193971167,0.748001998001998,0.7658333333333333
LFDA,ionosphere,(351|34|2),10,0,0.8718861209964412,0.8906549083948592,0.8234012450481041,0.8450177717857581
LMNN,ionosphere,(351|34|2),10,0,0.8434163701067615,0.86092318534179,0.7883727477477478,0.8091975308641977
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8718861209964412,0.9001251317175974,0.8313788589505836,0.8510951483749412
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8220640569395018,0.8623782279263955,0.758950276243094,0.7798909637799223
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8469750889679716,0.864989939637827,0.8006629834254144,0.8192817935717385
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8505338078291815,0.83717277486911,0.8263513513513514,0.8312457103637612
NCA,ionosphere,(351|34|2),10,0,0.8469750889679716,0.8790277584042405,0.7976503450542228,0.8180736859538975
MLKR,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8735519660629792,0.7518701870187019,0.7728303083141793
LFDA,ionosphere,(351|34|2),10,0,0.7864768683274022,0.8394571333995366,0.7219696969696969,0.7358691565359068
LMNN,ionosphere,(351|34|2),10,0,0.8612099644128114,0.8834230875448772,0.811155311519498,0.832699793908862
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8683274021352313,0.8849165596919126,0.8298679867986798,0.8474282779367526
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8149466192170819,0.8179726368159204,0.7777596697088223,0.7899125833908442
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8540925266903915,0.8710205391527599,0.8152885349623651,0.8319500561576498
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.833842627960275,0.7884488448844884,0.8026685393258426
NCA,ionosphere,(351|34|2),10,0,0.7900355871886121,0.7947542653425006,0.7495956873315364,0.7609614025981516
MLKR,ionosphere,(351|34|2),10,0,0.797153024911032,0.8466087092731829,0.7385714285714285,0.7537248028045573
LFDA,ionosphere,(351|34|2),10,0,0.7615658362989324,0.8153589021815623,0.6932614555256065,0.7015613854323532
LMNN,ionosphere,(351|34|2),10,0,0.8718861209964412,0.9002192982456141,0.8298554058494907,0.8501599715606114
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8505338078291815,0.8342350203606748,0.8268574354306519,0.8303140096618358
MMC_Supervised,ionosphere,(351|34|2),10,0,0.7473309608540926,0.7499608395989975,0.6763259668508287,0.6862310293308169
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8766915216790941,0.7963928726640591,0.8156827668455575
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8718861209964412,0.8779006526468456,0.8425073940190602,0.8553534660260811
NCA,ionosphere,(351|34|2),10,0,0.7615658362989324,0.7983279685264664,0.6835258525852586,0.6940539837821149
MLKR,ionosphere,(351|34|2),10,0,0.7935943060498221,0.8155472087199882,0.7346642567641581,0.7503064100992769
LFDA,ionosphere,(351|34|2),10,0,0.8612099644128114,0.8884319101710406,0.821969696969697,0.8401476143938622
LMNN,ionosphere,(351|34|2),10,0,0.8505338078291815,0.892022792022792,0.8002072651903567,0.8217005076142132
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8113879003558719,0.8774458874458875,0.7397964796479648,0.7600264256135092
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8449323391328363,0.7748074807480748,0.7926886188776969
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.850407747196738,0.7696380546839983,0.7902985074626865
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8718861209964412,0.8826543935239588,0.8300394144144144,0.8481992797118847
NCA,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8616749516708092,0.792098806735809,0.8119143239625168
MLKR,ionosphere,(351|34|2),10,0,0.8149466192170819,0.8581509216589862,0.7662170841361593,0.7821705426356589
LFDA,ionosphere,(351|34|2),10,0,0.8754448398576512,0.9140818406873452,0.8202139639639641,0.846512789300373
LMNN,ionosphere,(351|34|2),10,0,0.8149466192170819,0.7982804232804233,0.7891992862718857,0.7932654216185625
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8754448398576512,0.858013040494166,0.8599896480331263,0.8589863072621693
MMC_Supervised,ionosphere,(351|34|2),10,0,0.7864768683274022,0.8541316761840779,0.7257011346606722,0.7378731343283582
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8896797153024911,0.8962902619375861,0.856081081081081,0.8713768918420082
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8505338078291815,0.8999603174603175,0.7837556306306306,0.810622593068036
NCA,ionosphere,(351|34|2),10,0,0.7900355871886121,0.836389748121962,0.7420508744038156,0.753644293207721
MLKR,ionosphere,(351|34|2),10,0,0.7900355871886121,0.8564791133844842,0.7254177897574123,0.7392624046551859
LFDA,ionosphere,(351|34|2),10,0,0.8647686832740213,0.9011275546159268,0.8144751381215469,0.8375623706949008
LMNN,ionosphere,(351|34|2),10,0,0.8754448398576512,0.8790733830845772,0.8415228597041685,0.8556753980482794
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7615658362989324,0.8314109442060086,0.6977010881160657,0.7039081544389401
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8821537789427698,0.7886963696369637,0.8105772766270376
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8734821778300039,0.8221283783783784,0.8397659063625451
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8113879003558719,0.8308520384791571,0.7440033783783784,0.7639216929539511
NCA,ionosphere,(351|34|2),10,0,0.797153024911032,0.8178303137428193,0.7373762376237624,0.7537248028045573
MLKR,ionosphere,(351|34|2),10,0,0.7508896797153025,0.7420358217117856,0.6947469746974697,0.7048319327731093
LFDA,ionosphere,(351|34|2),10,0,0.800711743772242,0.8706308610400681,0.735254329004329,0.7515473032714411
LMNN,ionosphere,(351|34|2),10,0,0.8683274021352313,0.8807766367137355,0.8292540792540792,0.8464820967146549
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.829125401032222,0.7684605757196495,0.7867288300986663
MMC_Supervised,ionosphere,(351|34|2),10,0,0.7686832740213523,0.7805309734513275,0.6944351511096242,0.7081195966569187
LSML_Supervised,ionosphere,(351|34|2),10,0,0.7935943060498221,0.7842350746268656,0.7525138121546961,0.7629726585223967
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8736631016042781,0.8201429038944039,0.8365328679464805
NCA,ionosphere,(351|34|2),10,0,0.8896797153024911,0.907799352750809,0.8513159362105498,0.8705588659227008
MLKR,ionosphere,(351|34|2),10,0,0.800711743772242,0.8043820071096528,0.7471139971139971,0.7622673434856175
LFDA,ionosphere,(351|34|2),10,0,0.8042704626334519,0.8078947368421052,0.7616450310897785,0.7745671485041644
LMNN,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8816751534142839,0.8176064754454585,0.8355571161048689
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8718861209964412,0.8706036266277231,0.8412427162707306,0.8528795811518324
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8505338078291815,0.8806938159879336,0.7871771532597565,0.8121657754010695
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8362989323843416,0.8776329356311681,0.7808357980063534,0.8019671528373575
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8288304734087866,0.7985635359116022,0.809579422408697
NCA,ionosphere,(351|34|2),10,0,0.8220640569395018,0.8522198731501056,0.7715123859191655,0.7891656662665065
MLKR,ionosphere,(351|34|2),10,0,0.7900355871886121,0.800381981032666,0.7458760107816711,0.75817203203174
LFDA,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8650429590796563,0.7723544111255976,0.7912680967179565
LMNN,ionosphere,(351|34|2),10,0,0.8469750889679716,0.8578626444159179,0.8066831683168316,0.8226869176021718
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8362989323843416,0.8380149812734082,0.8102374046621549,0.8198115311698451
MMC_Supervised,ionosphere,(351|34|2),10,0,0.8790035587188612,0.896572252161925,0.845178357150649,0.8618565644881434
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8714235377026074,0.7911878453038674,0.8119143239625166
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8790611028315947,0.7752705627705627,0.7948156261409274
NCA,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8694858420268257,0.7739502762430939,0.7954337758089249
MLKR,ionosphere,(351|34|2),10,0,0.7864768683274022,0.7744078205288883,0.743034743034743,0.7533356741573034
LFDA,ionosphere,(351|34|2),10,0,0.8220640569395018,0.8271314793053923,0.7768508287292817,0.7918888493897381
LMNN,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8693815987933635,0.7718392718392718,0.7938886027747867
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8389245361975171,0.7764535214472637,0.7954337758089249
MMC_Supervised,ionosphere,(351|34|2),10,0,0.7829181494661922,0.7610167610167611,0.7622393219582915,0.7616160211390028
LSML_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8822398190045249,0.7826196052191368,0.8063040481263316
ITML_Supervised,ionosphere,(351|34|2),10,0,0.8825622775800712,0.8915733830845771,0.8494560994560995,0.8647402891024987
NCA,ionosphere,(351|34|2),10,0,0.8683274021352313,0.8845802324063194,0.826950826950827,0.8455057431980623
MLKR,ionosphere,(351|34|2),10,0,0.8291814946619217,0.855365126676602,0.7672008068130882,0.7886953252287254
LFDA,ionosphere,(351|34|2),10,0,0.7722419928825622,0.8557249712313004,0.6999730458221025,0.7089967637540453
LMNN,ionosphere,(351|34|2),10,0,0.8078291814946619,0.8749786871270246,0.7399094578378969,0.7584988540870894
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8907760287213478,0.815601650496264,0.8375623706949008
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8540925266903915,0.8450081928838951,0.8287331325973013,0.8357076648841355
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8203747225486355,0.7723665223665224,0.7870484568405725
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8320912504266698,0.8225138121546962,0.8268153294486777
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8969710208242319,0.8025863025863026,0.8265432098765433
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8585280195449687,0.7618490018958403,0.7834552174254934
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7829181494661922,0.8707627118644068,0.7122641509433962,0.7238039992910201
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8790035587188612,0.8890858208955223,0.8456629834254143,0.8610529377545084
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8167150108774475,0.7951013513513514,0.8038394415357767
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8821537789427698,0.7886963696369637,0.8105772766270376
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8672131147540985,0.771067106710671,0.7918518518518518
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8446216514774925,0.7796671896010757,0.7983818029158078
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8896797153024911,0.8942677070828331,0.8629005524861879,0.8751021578607786
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8825622775800712,0.895575438166442,0.8520781062506818,0.867044232561474
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8718861209964412,0.8741024704880127,0.8412143412143411,0.8537304800462695
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8505338078291815,0.8864904449714046,0.8022526453583505,0.8228991596638656
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8314150304671631,0.7692519251925192,0.7856598016781082
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8179478380233356,0.8099698895951823,0.8136210327260411
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8683274021352313,0.8634316862187463,0.8420318947251031,0.8509283819628647
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7544483985765125,0.8359958506224066,0.6752705627705627,0.679335152567601
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8540925266903915,0.8668806161745828,0.8144114411441145,0.8309340377136988
RCA_Supervised,ionosphere,(351|34|2),10,0,0.9145907473309609,0.9168016194331985,0.8963971397139714,0.9050675675675675
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8683274021352313,0.884170653907496,0.8239018377409233,0.8434587530300977
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.886037104198633,0.8071928071928072,0.8290130217841061
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8398576512455516,0.8264640883977901,0.825027502750275,0.8257328316864432
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8763288189893694,0.7766270605865981,0.7940652996515158
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8540925266903915,0.8534259259259259,0.819253931080629,0.8319500561576498
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8042337507453787,0.7858583594800538,0.793373415805182
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8149466192170819,0.8213178294573644,0.7567286036036036,0.7745061728395061
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8754098360655738,0.7759338372220397,0.7969309777511262
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8665146126488326,0.758563324970001,0.778023884388408
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8665146126488326,0.758563324970001,0.778023884388408
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7935943060498221,0.7839495200853182,0.7613995854696194,0.7694114318053198
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8718861209964412,0.8875095492742551,0.8348184818481847,0.852001404494382
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8078291814946619,0.8033766392940311,0.7711414174608391,0.781832298136646
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8362989323843416,0.877484158986175,0.7847946544980444,0.8047196035774715
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8807649820491577,0.81374445329389,0.8352160493827161
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8861209964412812,0.8964041095890412,0.8442576069549302,0.8632104174272849
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7758007117437722,0.823453147353362,0.698982398239824,0.7123194175861676
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8220640569395018,0.8626676602086438,0.7654630740700338,0.7847469052579972
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8907100013948948,0.8138727028238458,0.8364076479960779
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8861209964412812,0.8795756119881034,0.8683261183261184,0.8734234234234234
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.8717869838665573,0.7966346678302607,0.8156827668455575
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7758007117437722,0.839731729879741,0.700310897785535,0.7123194175861678
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8540925266903915,0.8671695951107716,0.8158889254025633,0.8319500561576498
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8790035587188612,0.9151822700911351,0.8322375690607735,0.8556623156876966
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8825622775800712,0.8886759157843496,0.8529005524861879,0.8663004455209999
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8666355721393035,0.8228995508818052,0.8374783111625217
RCA_Supervised,ionosphere,(351|34|2),10,0,0.797153024911032,0.8694116595135908,0.7253463510417804,0.7419152124522648
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8362989323843416,0.8480365605958022,0.7866343258614921,0.8047196035774715
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7651245551601423,0.8422904045339066,0.6895562770562771,0.6973168820994908
RCA_Supervised,ionosphere,(351|34|2),10,0,0.9039145907473309,0.9178228063770233,0.8760817176032425,0.8912180084593878
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8398576512455516,0.8932936507936508,0.775030525030525,0.799556154394864
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8790035587188612,0.8823078808677534,0.8478588156574105,0.8610529377545084
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8932384341637011,0.906473242260935,0.86000111000111,0.8766678370786516
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8751096628650207,0.8292629262926292,0.8447062245491563
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8825622775800712,0.8915733830845771,0.8494560994560995,0.8647402891024987
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8908090614886731,0.8267316017316018,0.8447062245491566
RCA_Supervised,ionosphere,(351|34|2),10,0,0.800711743772242,0.8702972791400738,0.7377088948787063,0.753477879433513
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7829181494661922,0.8356519367157664,0.7039502762430939,0.7190230308991066
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7900355871886121,0.8344091360476664,0.7213276372001314,0.7371958468732662
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8790035587188612,0.879813863928113,0.8403209109730849,0.8556623156876962
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8078291814946619,0.8674458874458875,0.734475138121547,0.7544660194174757
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7508896797153025,0.8559670781893004,0.6759259259259259,0.6761393572181242
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8814553990610329,0.8128437843784379,0.8324388789505068
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8647686832740213,0.8789635292643188,0.8298516417584816,0.8456043956043955
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8220640569395018,0.87531328320802,0.761372313734046,0.7815609452736318
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8398576512455516,0.8741346295477979,0.7819402819402819,0.8041387215191833
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8930131004366813,0.7574257425742574,0.779967080556754
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8220640569395018,0.8687204153305849,0.7634176939020398,0.783179012345679
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8469750889679716,0.8617152103559871,0.8060850038339358,0.8226869176021718
RCA_Supervised,ionosphere,(351|34|2),10,0,0.800711743772242,0.8628653006382264,0.7347348978704911,0.7515473032714413
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8247160203681942,0.7735973597359735,0.7883942414174971
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8754771720873415,0.7717127071823204,0.7938886027747865
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8505338078291815,0.8925467668286935,0.7944751381215469,0.8178703703703702
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8790035587188612,0.900055795787418,0.8280713795470144,0.8514614427860696
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8771733403582719,0.815016501650165,0.8335110795117906
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8866666666666667,0.7616822429906542,0.7796485077724986
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7829181494661922,0.7733469441517387,0.7314319170291067,0.7436323118110707
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8291814946619217,0.8291078305519897,0.7859094457455114,0.8002132954141487
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7758007117437722,0.7743398781313473,0.7228822882288228,0.7352268138376633
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8683274021352313,0.8698771775911769,0.832347972972973,0.8464820967146549
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8345747389865037,0.781283451081139,0.7945229048677325
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7935943060498221,0.8659304669129997,0.7332209377007064,0.7466106965174129
RCA_Supervised,ionosphere,(351|34|2),10,0,0.800711743772242,0.8554333221363789,0.7318161901632161,0.749554367201426
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8220640569395018,0.8569376933274414,0.765445284258955,0.7847469052579974
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8113879003558719,0.7900563607085347,0.7854272778720996,0.7876221033868094
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8600625076602525,0.8246132596685083,0.8374783111625218
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8683274021352313,0.9066122233930453,0.8304431599229287,0.8492336248024246
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8683274021352313,0.8980721903199345,0.8217127071823205,0.8434587530300979
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8540925266903915,0.8697518443997317,0.8074049291847887,0.8265353749792974
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8718861209964412,0.8765858208955224,0.8376547340247574,0.852001404494382
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8505338078291815,0.8922091013824884,0.79833497644868,0.8204636728733113
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8576512455516014,0.8568998716302952,0.8163329161451816,0.8313325330132052
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8185053380782918,0.8020270270270271,0.7977022977022977,0.7997484804024313
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8256227758007118,0.8430299539170507,0.7669206633796504,0.7867288300986663
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8327402135231317,0.8552132701421802,0.786162321370132,0.8037505386569981
RCA_Supervised,ionosphere,(351|34|2),10,0,0.7864768683274022,0.8626407459535539,0.7214255022021699,0.7338006820765441
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8932384341637011,0.8809716599190283,0.8767444520704644,0.8787957211870255
RCA_Supervised,ionosphere,(351|34|2),10,0,0.8434163701067615,0.857123325129888,0.792693859255939,0.8119143239625168
MMC_Supervised,synthetic,(100|2|2),0,0,0.9875,0.9878048780487805,0.9875,0.9874980465697765
LSML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
ITML_Supervised,synthetic,(100|2|2),0,0,1.0,1.0,1.0,1.0
NCA,synthetic,(100|2|2),0,0,0.6375,0.6365079365079365,0.6347117794486216,0.634703196347032
MLKR,synthetic,(100|2|2),0,0,0.5875,0.773972602739726,0.5875,0.5029184710977217
