algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
MLKR,soybean,(150|4|3),0,0,0.8166666666666667,0.818882098293863,0.8153637690223056,0.814501248236188
LFDA,soybean,(150|4|3),0,0,0.9833333333333333,0.9828947368421054,0.9828947368421054,0.9828947368421054
LMNN,soybean,(150|4|3),0,0,0.9166666666666666,0.919457735247209,0.9182539682539682,0.9185052673424767
MMC_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9444444444444445,0.9492753623188405,0.9422459893048128
LSML_Supervised,iris,(150|4|3),0,0,0.9333333333333333,0.9466666666666667,0.9349593495934959,0.9349784567175871
ITML_Supervised,iris,(150|4|3),0,0,0.8916666666666667,0.9150326797385621,0.8992248062015503,0.8919501308296137
NCA,iris,(150|4|3),0,0,0.9583333333333334,0.9585157390035439,0.9583333333333334,0.958326821899255
MLKR,iris,(150|4|3),0,0,0.85,0.8611111111111112,0.8538011695906432,0.8491514770584537
LFDA,iris,(150|4|3),0,0,0.9416666666666667,0.9419652210349884,0.9411027568922306,0.941437908496732
LMNN,iris,(150|4|3),0,0,0.975,0.9745726495726496,0.9749679075738126,0.9746673080006413
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.4199134199134199,0.438470066518847,0.4073579587598279
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4627659574468085,0.4629319955406912,0.4587486157253599
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.49411764705882355,0.4916666666666667,0.4916387959866221,0.4915843650020865
NCA,poisoned_synthetic,(106|2|2),0,0,0.8470588235294118,0.8464523281596452,0.8472222222222222,0.8467193785545846
MLKR,poisoned_synthetic,(106|2|2),0,0,0.8470588235294118,0.8450390189520625,0.8465845464725643,0.845691942466136
LFDA,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4766666666666667,0.48040313549832026,0.44586167800453513
LMNN,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.4542349726775956,0.462860310421286,0.43956043956043955
MMC_Supervised,wine,(178|13|3),0,0,0.7552447552447552,0.7495175075820236,0.7553418803418803,0.7426795426795426
LSML_Supervised,wine,(178|13|3),0,0,0.7552447552447552,0.7540527418529704,0.7423973727422003,0.7457720664551784
ITML_Supervised,wine,(178|13|3),0,0,0.9300699300699301,0.931452674309817,0.9353070175438597,0.9331960994332128
NCA,wine,(178|13|3),0,0,0.7062937062937062,0.6916452341984257,0.6791819291819291,0.6764218237902447
MLKR,wine,(178|13|3),0,0,0.6993006993006993,0.6978319783197833,0.6814083080040527,0.6862106831908386
LFDA,wine,(178|13|3),0,0,0.8671328671328671,0.8547053342650827,0.8560286183438892,0.8540409341380215
LMNN,wine,(178|13|3),0,0,0.8461538461538461,0.8645175155813454,0.8358876117496807,0.8433380084151473
NCA,ionosphere,(351|34|2),0,0,0.8398576512455516,0.8602280348759221,0.7941724175703802,0.8121015795652109
LMNN,ionosphere,(351|34|2),0,0,0.7437722419928826,0.8554216867469879,0.6538461538461539,0.6507870753935376
MMC_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.983933410762679,0.983933410762679,0.983933410762679
LSML_Supervised,soybean,(150|4|3),0,0,0.9333333333333333,0.9377104377104377,0.9356725146198831,0.9332916406087137
ITML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9666666666666667,0.9689922480620154,0.9661959777492513
NCA,soybean,(150|4|3),0,0,0.9666666666666667,0.9681971774995031,0.9674796747967479,0.9674603174603176
MLKR,soybean,(150|4|3),0,0,0.95,0.9490740740740741,0.9490740740740741,0.9473684210526315
LFDA,soybean,(150|4|3),0,0,0.9666666666666667,0.9674796747967479,0.9689922480620154,0.966645820304357
LMNN,soybean,(150|4|3),0,0,0.925,0.9303672093145777,0.9321937321937321,0.9275431798950531
MMC_Supervised,iris,(150|4|3),0,0,0.9666666666666667,0.9658119658119658,0.9689922480620154,0.965721819380356
LSML_Supervised,iris,(150|4|3),0,0,0.975,0.972934472934473,0.9738095238095238,0.9732572651096453
ITML_Supervised,iris,(150|4|3),0,0,0.775,0.8524590163934427,0.8085106382978724,0.7709347996857816
NCA,iris,(150|4|3),0,0,0.925,0.9261525907792739,0.9255189255189255,0.9257448433919021
MLKR,iris,(150|4|3),0,0,0.95,0.9534391534391534,0.9491348759641443,0.9497171590194845
LFDA,iris,(150|4|3),0,0,0.9583333333333334,0.9629629629629629,0.9572649572649573,0.9575611066344347
LMNN,iris,(150|4|3),0,0,0.9416666666666667,0.9388422035480858,0.9375145180023229,0.9380711250800302
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4,0.4004988913525499,0.4004988913525499,0.39999999999999997
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4117647058823529,0.41388888888888886,0.4136008918617614,0.4116832779623477
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4646577380952381,0.4736111111111111,0.43036130536130535
NCA,poisoned_synthetic,(106|2|2),0,0,0.43529411764705883,0.37666666666666665,0.4487250554323725,0.3486590038314176
MLKR,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.44828869047619047,0.4612597547380156,0.43333333333333324
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9764705882352941,0.9782608695652174,0.975609756097561,0.9763888888888889
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4235294117647059,0.40189048239895697,0.4165742793791574,0.3964642805390523
MMC_Supervised,wine,(178|13|3),0,0,0.7412587412587412,0.7371751412429379,0.726919546471189,0.7191283292978209
LSML_Supervised,wine,(178|13|3),0,0,0.7482517482517482,0.7521595615381357,0.7314126961185785,0.7349297573435504
ITML_Supervised,wine,(178|13|3),0,0,0.9300699300699301,0.9342483509150176,0.9352767052767051,0.9345441698382876
NCA,wine,(178|13|3),0,0,0.6783216783216783,0.6844961240310078,0.6677992277992278,0.6739635349201535
MLKR,wine,(178|13|3),0,0,0.6923076923076923,0.7169225146198831,0.714934552294812,0.6863212624746224
LFDA,wine,(178|13|3),0,0,0.8671328671328671,0.8731512260924026,0.8824302134646963,0.8757584583272657
LMNN,wine,(178|13|3),0,0,0.8531468531468531,0.8492865488353593,0.8713750407298795,0.8529187741028629
NCA,ionosphere,(351|34|2),0,0,0.8327402135231317,0.8589387464387465,0.7784254143646409,0.7983818029158078
LMNN,ionosphere,(351|34|2),0,0,0.7117437722419929,0.8436293436293436,0.6067961165048543,0.5833226544622425
MMC_Supervised,soybean,(150|4|3),0,0,0.9166666666666666,0.9319727891156463,0.9224806201550387,0.9182615629984051
LSML_Supervised,soybean,(150|4|3),0,0,0.9916666666666667,0.991869918699187,0.9916666666666667,0.991665364379851
ITML_Supervised,soybean,(150|4|3),0,0,0.95,0.9511599511599512,0.9508130081300813,0.9506097560975609
NCA,soybean,(150|4|3),0,0,0.9416666666666667,0.9451550387596899,0.9467836257309942,0.9437424352457032
MLKR,soybean,(150|4|3),0,0,0.9416666666666667,0.9467178175618073,0.9405878674171357,0.9412166063087177
LFDA,soybean,(150|4|3),0,0,0.975,0.9755799755799757,0.9752032520325203,0.9752935793808145
LMNN,soybean,(150|4|3),0,0,0.9583333333333334,0.9612403100775193,0.9612403100775193,0.9588477366255145
MMC_Supervised,iris,(150|4|3),0,0,0.9833333333333333,0.9848484848484849,0.983739837398374,0.9839147286821706
LSML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9586466165413533,0.9580988117573485,0.9582746570698376
ITML_Supervised,iris,(150|4|3),0,0,0.975,0.9743260590500641,0.9751179751179752,0.9746184738955823
NCA,iris,(150|4|3),0,0,0.9333333333333333,0.9331662489557226,0.9331662489557226,0.9331662489557226
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.95542911332385,0.9558404558404558,0.9555239281266678
LFDA,iris,(150|4|3),0,0,0.9583333333333334,0.9583333333333334,0.9585157390035439,0.9583268218992552
LMNN,iris,(150|4|3),0,0,0.9166666666666666,0.9333333333333332,0.9206349206349206,0.9179179179179179
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4235294117647059,0.44074333800841514,0.45242117117117114,0.4074548299900413
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9529411764705882,0.9554988662131519,0.9498880179171332,0.9521396396396395
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.48283499446290146,0.48272017837235226,0.48170731707317077
NCA,poisoned_synthetic,(106|2|2),0,0,0.6588235294117647,0.6625,0.6637737961926091,0.6586345381526104
MLKR,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.4568965517241379,0.46111111111111114,0.4511407662505381
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9764705882352941,0.9787234042553192,0.975,0.9763099219620959
LMNN,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.46765734265734266,0.4692691029900332,0.46315789473684216
MMC_Supervised,wine,(178|13|3),0,0,0.6993006993006993,0.7089208895975551,0.7192982456140351,0.689623615086551
LSML_Supervised,wine,(178|13|3),0,0,0.7272727272727273,0.7364735425080252,0.7436545240893068,0.7191872308003298
ITML_Supervised,wine,(178|13|3),0,0,0.965034965034965,0.9621794871794872,0.9675972083748753,0.9644785450412048
NCA,wine,(178|13|3),0,0,0.6923076923076923,0.6872759856630823,0.6785353535353535,0.6813252458413749
MLKR,wine,(178|13|3),0,0,0.6923076923076923,0.6803485395965071,0.6876483040417467,0.6823941213843036
LFDA,wine,(178|13|3),0,0,0.6153846153846154,0.7301587301587302,0.6841124794101497,0.6058170724837392
LMNN,wine,(178|13|3),0,0,0.8881118881118881,0.8935062056737588,0.8803262278672115,0.88512077294686
NCA,ionosphere,(351|34|2),0,0,0.701067615658363,0.6714077952297848,0.6627900552486188,0.6660441426146011
LMNN,ionosphere,(351|34|2),0,0,0.8078291814946619,0.8674458874458875,0.734475138121547,0.7544660194174757
MMC_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9696969696969697,0.9674796747967479,0.9670329670329672
LSML_Supervised,soybean,(150|4|3),0,0,0.9416666666666667,0.9503546099290779,0.9385964912280702,0.9393636515075796
ITML_Supervised,soybean,(150|4|3),0,0,0.975,0.9754062362758015,0.9729847494553376,0.9740856158766608
NCA,soybean,(150|4|3),0,0,0.9583333333333334,0.9585157390035439,0.9583333333333334,0.958326821899255
MLKR,soybean,(150|4|3),0,0,0.9833333333333333,0.9832915622389308,0.9832915622389308,0.9832915622389308
LFDA,soybean,(150|4|3),0,0,0.9333333333333333,0.939751552795031,0.9347560975609756,0.9339045287637698
LMNN,soybean,(150|4|3),0,0,0.975,0.9733821733821735,0.9727095516569201,0.9729284799707335
MMC_Supervised,iris,(150|4|3),0,0,0.9416666666666667,0.9376218323586745,0.9382173382173381,0.9369254185692543
LSML_Supervised,iris,(150|4|3),0,0,0.975,0.9743260590500641,0.9751179751179752,0.9746184738955823
ITML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9599303135888503,0.9599303135888503,0.9598393574297188
NCA,iris,(150|4|3),0,0,0.9666666666666667,0.9682539682539683,0.9674796747967479,0.9662393162393164
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.9637681159420289,0.9572649572649573,0.9580118616490841
LFDA,iris,(150|4|3),0,0,0.9666666666666667,0.9672764227642277,0.9676434676434676,0.9670731707317074
LMNN,iris,(150|4|3),0,0,0.9833333333333333,0.9855072463768115,0.982905982905983,0.9838206627680313
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.44,0.4750830564784053,0.3831640058055152
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5506379585326954,0.5355543113101904,0.4798951048951049
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.4470588235294118,0.3953804347826087,0.43597560975609756,0.3797546964757026
NCA,poisoned_synthetic,(106|2|2),0,0,0.43529411764705883,0.40166666666666667,0.4177814938684504,0.39858490566037735
MLKR,poisoned_synthetic,(106|2|2),0,0,0.6823529411764706,0.7050000000000001,0.6708333333333334,0.6637362637362638
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9411764705882353,0.939799331103679,0.9417693169092944,0.94065074710236
LMNN,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.49833333333333335,0.49861419068736146,0.4798951048951049
MMC_Supervised,wine,(178|13|3),0,0,0.7412587412587412,0.7383287079864322,0.7437334255736193,0.7330728891704501
LSML_Supervised,wine,(178|13|3),0,0,0.7692307692307693,0.7776890783925167,0.7983848510164299,0.7688569345556641
ITML_Supervised,wine,(178|13|3),0,0,0.9440559440559441,0.9483664699181942,0.9464671814671816,0.9471910148601879
NCA,wine,(178|13|3),0,0,0.6993006993006993,0.6969893341598029,0.7098588863463006,0.6943778532863605
MLKR,wine,(178|13|3),0,0,0.6993006993006993,0.7065869373754229,0.6991129785247431,0.6940447739355214
LFDA,wine,(178|13|3),0,0,0.8671328671328671,0.872923976608187,0.870079744816587,0.8693785908739179
LMNN,wine,(178|13|3),0,0,0.8601398601398601,0.8742294742294742,0.8520690528150846,0.8589138992364799
NCA,ionosphere,(351|34|2),0,0,0.8291814946619217,0.866862532859131,0.7645812423329987,0.7870405456612355
LMNN,ionosphere,(351|34|2),0,0,0.8291814946619217,0.8673789173789174,0.7791125541125541,0.7975990396158463
MMC_Supervised,soybean,(150|4|3),0,0,0.975,0.9761904761904763,0.975609756097561,0.9749960931395533
LSML_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9612403100775193,0.962121212121212,0.9593435470276167
ITML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9682539682539683,0.9682539682539683,0.9682539682539683
NCA,soybean,(150|4|3),0,0,0.9583333333333334,0.9587398373983739,0.9590964590964591,0.9588226323013572
MLKR,soybean,(150|4|3),0,0,0.9083333333333333,0.9086435601198118,0.9102067183462532,0.9071134626690182
LFDA,soybean,(150|4|3),0,0,0.9916666666666667,0.991869918699187,0.9920634920634921,0.9918687094055233
LMNN,soybean,(150|4|3),0,0,0.9583333333333334,0.9602203182374541,0.9591463414634146,0.9588226323013574
MMC_Supervised,iris,(150|4|3),0,0,0.975,0.9749723145071982,0.9735449735449735,0.9741507870753936
LSML_Supervised,iris,(150|4|3),0,0,0.95,0.9528824833702881,0.9528824833702881,0.9528824833702881
ITML_Supervised,iris,(150|4|3),0,0,0.9583333333333334,0.9615668883961567,0.9615668883961567,0.96078431372549
NCA,iris,(150|4|3),0,0,0.875,0.8754528985507246,0.8692595034058449,0.8700649675162418
MLKR,iris,(150|4|3),0,0,0.9416666666666667,0.941938178780284,0.9414217219095268,0.9415845198977729
LFDA,iris,(150|4|3),0,0,0.975,0.9757241942064464,0.9749694749694751,0.9752482811306341
LMNN,iris,(150|4|3),0,0,0.8833333333333333,0.9047619047619048,0.8962962962962964,0.8830409356725145
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.47058823529411764,0.5097402597402597,0.5076530612244898,0.45582586427656846
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5756340579710145,0.5470157657657658,0.4737617924528302
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9716981132075472,0.9571428571428571,0.963048833502391
NCA,poisoned_synthetic,(106|2|2),0,0,0.5411764705882353,0.5418050941306756,0.5422732362821949,0.5401581356637536
MLKR,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4966517857142857,0.49744897959183676,0.4414285714285714
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.9680851063829787,0.9634146341463414,0.9645291417443317
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4588235294117647,0.4557995495495496,0.45648558758314856,0.4551282051282052
MMC_Supervised,wine,(178|13|3),0,0,0.7272727272727273,0.7391939994914822,0.7240289069557363,0.7120415449529375
LSML_Supervised,wine,(178|13|3),0,0,0.8041958041958042,0.8250402698077117,0.8211583382878009,0.8065699272714619
ITML_Supervised,wine,(178|13|3),0,0,0.9300699300699301,0.9321947893376464,0.9342583732057417,0.9331409331409332
NCA,wine,(178|13|3),0,0,0.6643356643356644,0.7876250765774965,0.6299228811021264,0.5387309237974695
MLKR,wine,(178|13|3),0,0,0.6433566433566433,0.6384939414426127,0.6132457413490185,0.6185496145725929
LFDA,wine,(178|13|3),0,0,0.8881118881118881,0.8852201257861636,0.9045197740112995,0.892020592020592
LMNN,wine,(178|13|3),0,0,0.9300699300699301,0.9374046441715614,0.9298405380536346,0.9319840996827581
NCA,ionosphere,(351|34|2),0,0,0.8185053380782918,0.8665146126488326,0.758563324970001,0.778023884388408
LMNN,ionosphere,(351|34|2),0,0,0.8362989323843416,0.8660701134187656,0.7771551243448198,0.7990360696517411
MMC_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9568151147098516,0.9568151147098515,0.9567099567099566
LSML_Supervised,soybean,(150|4|3),0,0,0.975,0.9746922024623803,0.973015873015873,0.9737425404944586
ITML_Supervised,soybean,(150|4|3),0,0,0.9833333333333333,0.982905982905983,0.982905982905983,0.982905982905983
NCA,soybean,(150|4|3),0,0,0.975,0.9761904761904763,0.9767441860465116,0.9756061282165701
MLKR,soybean,(150|4|3),0,0,0.9416666666666667,0.942857142857143,0.9409909909909909,0.939353023909986
LFDA,soybean,(150|4|3),0,0,0.9833333333333333,0.9833333333333334,0.9833333333333334,0.982905982905983
LMNN,soybean,(150|4|3),0,0,0.9333333333333333,0.9379606879606879,0.9369645042839658,0.9341463414634146
MMC_Supervised,iris,(150|4|3),0,0,0.95,0.9507936507936509,0.9484930274403959,0.947972972972973
LSML_Supervised,iris,(150|4|3),0,0,0.9,0.9199999999999999,0.9024390243902438,0.8974025974025973
ITML_Supervised,iris,(150|4|3),0,0,0.975,0.9755799755799757,0.9752032520325203,0.9752935793808145
NCA,iris,(150|4|3),0,0,0.9333333333333333,0.9359477124183005,0.9311082584510055,0.9319552110249784
MLKR,iris,(150|4|3),0,0,0.9583333333333334,0.962121212121212,0.959349593495935,0.9582746570698378
LFDA,iris,(150|4|3),0,0,0.95,0.9537037037037037,0.9502032520325203,0.9504283965728274
LMNN,iris,(150|4|3),0,0,0.8833333333333333,0.9119496855345912,0.8914728682170542,0.8844605475040256
MMC_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.5044593088071349,0.5044345898004434,0.5041666666666667
LSML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.5058823529411764,0.49650349650349646,0.49665551839464883,0.49404761904761907
ITML_Supervised,poisoned_synthetic,(106|2|2),0,0,0.43529411764705883,0.43141097424412095,0.43194444444444446,0.43143812709030094
NCA,poisoned_synthetic,(106|2|2),0,0,0.5294117647058824,0.5296234772978959,0.5296563192904656,0.5293466223698782
MLKR,poisoned_synthetic,(106|2|2),0,0,0.8941176470588236,0.8938626126126126,0.8916573348264278,0.8926315789473684
LFDA,poisoned_synthetic,(106|2|2),0,0,0.9647058823529412,0.96875,0.9625,0.9643904482614161
LMNN,poisoned_synthetic,(106|2|2),0,0,0.4823529411764706,0.4902597402597403,0.49667405764966743,0.39048239895697523
MMC_Supervised,wine,(178|13|3),0,0,0.8111888111888111,0.8068257811599215,0.8063138877002806,0.804494729119203
LSML_Supervised,wine,(178|13|3),0,0,0.7202797202797203,0.717613297555158,0.7299604712818599,0.7165261813537676
ITML_Supervised,wine,(178|13|3),0,0,0.972027972027972,0.973791588198368,0.9715594541910332,0.9724437667787421
NCA,wine,(178|13|3),0,0,0.7132867132867133,0.6977969348659002,0.6949911009407576,0.6909440972300565
MLKR,wine,(178|13|3),0,0,0.7342657342657343,0.7093607533859106,0.7134502923976608,0.7008757008757008
LFDA,wine,(178|13|3),0,0,0.8811188811188811,0.8957516339869281,0.8745158350421508,0.8780018885282043
LMNN,wine,(178|13|3),0,0,0.7832167832167832,0.7826461179787465,0.7836965294592413,0.7750527855791013
NCA,ionosphere,(351|34|2),0,0,0.7508896797153025,0.7418986595964059,0.6831437493029999,0.6941853233830846
LMNN,ionosphere,(351|34|2),0,0,0.6903914590747331,0.8352272727272727,0.5817307692307693,0.5418564119862821
MMC_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9689922480620154,0.963963963963964,0.964692218350755
LSML_Supervised,soybean,(150|4|3),0,0,0.9583333333333334,0.9602203182374541,0.9591463414634146,0.9588226323013574
ITML_Supervised,soybean,(150|4|3),0,0,0.9666666666666667,0.9696969696969697,0.9666666666666667,0.9665831244778613
NCA,soybean,(150|4|3),0,0,0.9916666666666667,0.9914529914529915,0.9914529914529915,0.9913419913419913
