algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
LMNN,letters,(20000|16|26),10,0.2,0.8887,0.8911982945340995,0.8887205290354403,0.8889585074318778
LMNN,letters,(20000|16|26),10,0.3,0.8419,0.8455733464100793,0.8423542622012785,0.8428294054876719
RCA_Supervised,mnist,(4000|784|10),10,0,0.7875,0.783427801697567,0.7833772022880605,0.7821326075019152
RCA_Supervised,mnist,(4000|784|10),10,0.1,0.805,0.8003229302248821,0.8024100690171772,0.8005270483913914
RCA_Supervised,mnist,(4000|784|10),10,0.2,0.8105,0.8086607676652242,0.8105459474851164,0.8084565527036023
RCA_Supervised,mnist,(4000|784|10),10,0.3,0.8355,0.8344738493473883,0.8320735032119299,0.8314567565291255
MMC_Supervised,mnist,(4000|784|10),10,0,0.615,0.6001211735889309,0.6079035458654014,0.6002821163588703
MMC_Supervised,mnist,(4000|784|10),10,0.1,0.616,0.6041593489941016,0.611055414486478,0.601432677746487
MMC_Supervised,mnist,(4000|784|10),10,0.2,0.5925,0.5776732724533931,0.5864724597843792,0.5786428164626998
MMC_Supervised,mnist,(4000|784|10),10,0.3,0.6065,0.5895720092384296,0.5981734944714774,0.5919214696535111
LSML_Supervised,mnist,(4000|784|10),10,0,0.8515,0.8524986004087847,0.8524975712847723,0.8515011502925545
LSML_Supervised,mnist,(4000|784|10),10,0.1,0.855,0.8523826888018616,0.8515786203543335,0.8509274884995708
LSML_Supervised,mnist,(4000|784|10),10,0.2,0.853,0.8528868887410452,0.8538670859978412,0.8528589718644124
LSML_Supervised,mnist,(4000|784|10),10,0.3,0.813,0.8095893002792843,0.8107769412211978,0.8086147337340565
ITML_Supervised,mnist,(4000|784|10),10,0,0.784,0.7834263336184046,0.7844467683612103,0.7810387353636477
ITML_Supervised,mnist,(4000|784|10),10,0.1,0.8105,0.8101277232389335,0.8081626512160922,0.8071061878908703
ITML_Supervised,mnist,(4000|784|10),10,0.2,0.791,0.7882710808499747,0.7895451278653686,0.7870942672087788
ITML_Supervised,mnist,(4000|784|10),10,0.3,0.8165,0.8163633328276895,0.8135025799096939,0.811984778149562
NCA,mnist,(4000|784|10),10,0,0.8615,0.8605420883945287,0.8610983164980404,0.8595534868399509
NCA,mnist,(4000|784|10),10,0.1,0.868,0.8666452297549545,0.8669295596197161,0.8654497034398585
NCA,mnist,(4000|784|10),10,0.2,0.8475,0.8462839013254169,0.8462533306719541,0.8450175114969489
NCA,mnist,(4000|784|10),10,0.3,0.8655,0.8652403219685227,0.8649401659684081,0.8638160859457361
MLKR,mnist,(4000|784|10),10,0,0.862,0.861056684480341,0.8611475320306795,0.8601619420879849
MLKR,mnist,(4000|784|10),10,0.1,0.8335,0.8312176733543624,0.8328900819134258,0.8309349599356622
MLKR,mnist,(4000|784|10),10,0.2,0.864,0.864093274046078,0.8648052538677999,0.8633990705046465
MLKR,mnist,(4000|784|10),10,0.3,0.8625,0.8620559562021759,0.8637224739811196,0.8621600681716227
LFDA,mnist,(4000|784|10),10,0,0.847,0.8472764179882548,0.8462142957158397,0.8452711675449882
LFDA,mnist,(4000|784|10),10,0.1,0.8335,0.8304447898584708,0.8332420108160876,0.8298238568555707
LFDA,mnist,(4000|784|10),10,0.2,0.8465,0.8438321959019373,0.8441470893647143,0.8429887099345994
LFDA,mnist,(4000|784|10),10,0.3,0.8475,0.8468495693289719,0.8455336704664157,0.8455038535496533
LMNN,mnist,(4000|784|10),10,0,0.853,0.8522447294126081,0.8534261373026505,0.8521131667410679
LMNN,mnist,(4000|784|10),10,0.1,0.8635,0.8612830632491347,0.8609546441101832,0.8605781601007767
LMNN,mnist,(4000|784|10),10,0.2,0.8445,0.8448934639268014,0.8443602900148672,0.8430367659806409
LMNN,mnist,(4000|784|10),10,0.3,0.844,0.841005103779581,0.842323454426445,0.8412721026074401
NCA,image_segment,(2100|19|7),0,0,0.9314285714285714,0.931100507647118,0.9301931379428338,0.9294276765280338
NCA,image_segment,(2100|19|7),0,0.1,0.9266666666666666,0.9265738366314838,0.9255536175839518,0.9250359478554557
NCA,image_segment,(2100|19|7),0,0.2,0.9304761904761905,0.9336459327070837,0.930243648439475,0.9299323766221391
NCA,image_segment,(2100|19|7),0,0.3,0.9038095238095238,0.9044877851222906,0.906436835249896,0.9041032022508037
LMNN,image_segment,(2100|19|7),0,0,0.9361904761904762,0.9354579414188836,0.9350949058253216,0.9351613978737899
LMNN,image_segment,(2100|19|7),0,0.1,0.9504761904761905,0.951489756672558,0.9504098599409748,0.9503504319067757
LMNN,image_segment,(2100|19|7),0,0.2,0.9542857142857143,0.953291423624866,0.9531511372916949,0.9528180157996547
LMNN,image_segment,(2100|19|7),0,0.3,0.9257142857142857,0.9271120123063868,0.9269745783891713,0.926881271105901
MMC_Supervised,soybean,(150|4|3),0,0,0.9733333333333334,0.9682539682539683,0.9733333333333333,0.9694444444444446
MMC_Supervised,soybean,(150|4|3),0,0.1,0.96,0.959866220735786,0.9588888888888888,0.9591155611180642
MMC_Supervised,soybean,(150|4|3),0,0.2,0.96,0.9624542124542126,0.9636781609195402,0.9628482972136223
MMC_Supervised,soybean,(150|4|3),0,0.3,0.9866666666666667,0.9871794871794872,0.9876543209876543,0.987174744111481
LSML_Supervised,soybean,(150|4|3),0,0,0.9866666666666667,0.9848484848484849,0.9871794871794872,0.9857121143030856
LSML_Supervised,soybean,(150|4|3),0,0.1,0.9733333333333334,0.9649122807017544,0.9753086419753086,0.9686609686609686
LSML_Supervised,soybean,(150|4|3),0,0.2,0.9333333333333333,0.9382716049382717,0.9382716049382717,0.9319727891156462
LSML_Supervised,soybean,(150|4|3),0,0.3,0.9733333333333334,0.9722222222222223,0.9722222222222223,0.9722222222222223
ITML_Supervised,soybean,(150|4|3),0,0,0.9733333333333334,0.9732905982905984,0.9732905982905984,0.9732905982905984
ITML_Supervised,soybean,(150|4|3),0,0.1,0.96,0.9642857142857143,0.9565217391304347,0.9578762615182098
ITML_Supervised,soybean,(150|4|3),0,0.2,0.9333333333333333,0.9381499726327313,0.9316239316239318,0.9326599326599326
ITML_Supervised,soybean,(150|4|3),0,0.3,0.96,0.9615384615384616,0.9629629629629629,0.9599839935974389
NCA,soybean,(150|4|3),0,0,0.9733333333333334,0.9743589743589745,0.9696969696969697,0.9707936507936509
NCA,soybean,(150|4|3),0,0.1,0.9733333333333334,0.9722222222222222,0.9761904761904763,0.9731615673644659
NCA,soybean,(150|4|3),0,0.2,0.8933333333333333,0.9166666666666666,0.913978494623656,0.9029982363315696
NCA,soybean,(150|4|3),0,0.3,0.9333333333333333,0.9357142857142856,0.928695652173913,0.9297937691970163
MLKR,soybean,(150|4|3),0,0,0.9866666666666667,0.9871794871794872,0.9871794871794872,0.9869281045751634
MLKR,soybean,(150|4|3),0,0.1,0.96,0.9615384615384616,0.96,0.958315240990013
MLKR,soybean,(150|4|3),0,0.2,0.9733333333333334,0.9733333333333333,0.9777777777777779,0.974616858237548
MLKR,soybean,(150|4|3),0,0.3,0.9733333333333334,0.9703557312252965,0.9703557312252965,0.9703557312252965
LFDA,soybean,(150|4|3),0,0,0.96,0.9618599791013583,0.9591097308488613,0.9602339181286549
LFDA,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9474747474747475,0.9474747474747475,0.9474747474747475
LFDA,soybean,(150|4|3),0,0.2,0.9733333333333334,0.9770114942528735,0.9753086419753086,0.9752747252747253
LFDA,soybean,(150|4|3),0,0.3,0.9733333333333334,0.9710144927536232,0.9761904761904763,0.9725028058361391
LMNN,soybean,(150|4|3),0,0,0.9733333333333334,0.9761904761904763,0.9743589743589745,0.974320987654321
LMNN,soybean,(150|4|3),0,0.1,0.8666666666666667,0.8910984848484849,0.8861111111111111,0.8763736263736264
LMNN,soybean,(150|4|3),0,0.2,0.8933333333333333,0.8934169278996865,0.8934169278996865,0.8934169278996865
LMNN,soybean,(150|4|3),0,0.3,0.9866666666666667,0.9866666666666667,0.9848484848484849,0.9854453409270686
MMC_Supervised,iris,(150|4|3),0,0,0.9733333333333334,0.9733333333333333,0.9743589743589745,0.9727777777777779
MMC_Supervised,iris,(150|4|3),0,0.1,1.0,1.0,1.0,1.0
MMC_Supervised,iris,(150|4|3),0,0.2,0.9733333333333334,0.9733333333333333,0.9722222222222222,0.9716183574879228
MMC_Supervised,iris,(150|4|3),0,0.3,0.96,0.9545454545454546,0.9615384615384616,0.9552015928322547
LSML_Supervised,iris,(150|4|3),0,0,1.0,1.0,1.0,1.0
LSML_Supervised,iris,(150|4|3),0,0.1,0.9466666666666667,0.9444444444444445,0.956989247311828,0.9467084639498432
LSML_Supervised,iris,(150|4|3),0,0.2,0.9866666666666667,0.9848484848484849,0.9880952380952381,0.9861874559548979
LSML_Supervised,iris,(150|4|3),0,0.3,0.9733333333333334,0.9710144927536232,0.9761904761904763,0.9725028058361391
ITML_Supervised,iris,(150|4|3),0,0,0.9866666666666667,0.9866666666666667,0.9888888888888889,0.9875475613974403
ITML_Supervised,iris,(150|4|3),0,0.1,0.9466666666666667,0.9443478260869566,0.9443478260869566,0.9443478260869566
ITML_Supervised,iris,(150|4|3),0,0.2,0.9733333333333334,0.978494623655914,0.9696969696969697,0.973015873015873
ITML_Supervised,iris,(150|4|3),0,0.3,0.92,0.9214046822742475,0.9231200897867565,0.9183333333333333
NCA,iris,(150|4|3),0,0,0.96,0.9655172413793104,0.9615384615384616,0.9614100185528757
NCA,iris,(150|4|3),0,0.1,0.9866666666666667,0.9841269841269842,0.9885057471264368,0.9860219654828127
NCA,iris,(150|4|3),0,0.2,0.9466666666666667,0.9487179487179488,0.9503968253968255,0.948641975308642
NCA,iris,(150|4|3),0,0.3,0.96,0.96,0.9666666666666667,0.9611795446061965
MLKR,iris,(150|4|3),0,0,0.9866666666666667,0.9866666666666667,0.9848484848484849,0.9854453409270686
MLKR,iris,(150|4|3),0,0.1,0.96,0.9626216077828981,0.9585858585858587,0.9603507434235609
MLKR,iris,(150|4|3),0,0.2,0.9733333333333334,0.9753086419753086,0.9743589743589745,0.9738461538461539
MLKR,iris,(150|4|3),0,0.3,0.9466666666666667,0.9437927663734116,0.953030303030303,0.9474206349206349
LFDA,iris,(150|4|3),0,0,0.9866666666666667,0.9876543209876543,0.9876543209876543,0.9874213836477987
LFDA,iris,(150|4|3),0,0.1,0.96,0.9642857142857143,0.9583333333333334,0.9589098532494759
LFDA,iris,(150|4|3),0,0.2,0.96,0.956759715380405,0.9611111111111111,0.9586606035551881
LFDA,iris,(150|4|3),0,0.3,0.9466666666666667,0.9437012263099219,0.9484126984126985,0.9450056116722783
LMNN,iris,(150|4|3),0,0,0.9866666666666667,0.9861111111111112,0.9871794871794872,0.9863718537060214
LMNN,iris,(150|4|3),0,0.1,0.96,0.9642857142857143,0.9565217391304347,0.9578762615182098
LMNN,iris,(150|4|3),0,0.2,0.96,0.9588888888888888,0.959866220735786,0.9591155611180642
LMNN,iris,(150|4|3),0,0.3,0.96,0.9554334554334555,0.9586419753086419,0.9567418315692592
MMC_Supervised,wine,(178|13|3),0,0,0.8202247191011236,0.8240143369175628,0.8054070112893642,0.808904109589041
MMC_Supervised,wine,(178|13|3),0,0.1,0.8426966292134831,0.8407872157872158,0.8488529014844804,0.8433542976939203
MMC_Supervised,wine,(178|13|3),0,0.2,0.8314606741573034,0.8459058136477492,0.8262345679012345,0.8288419016030956
MMC_Supervised,wine,(178|13|3),0,0.3,0.7078651685393258,0.8475149622690606,0.7009661835748792,0.6765791095688002
LSML_Supervised,wine,(178|13|3),0,0,0.8539325842696629,0.8563692480359147,0.845523184353769,0.85
LSML_Supervised,wine,(178|13|3),0,0.1,0.7865168539325843,0.8010233918128655,0.7856796889054953,0.7921687602015471
LSML_Supervised,wine,(178|13|3),0,0.2,0.7191011235955056,0.7283846872082166,0.6997533247533249,0.6959904311196631
LSML_Supervised,wine,(178|13|3),0,0.3,0.8651685393258427,0.8768893941307735,0.8568289909015716,0.8605833583058636
ITML_Supervised,wine,(178|13|3),0,0,0.9775280898876404,0.9744318181818182,0.9744318181818182,0.9744318181818182
ITML_Supervised,wine,(178|13|3),0,0.1,0.9438202247191011,0.947293960627294,0.9443386243386244,0.945653798256538
ITML_Supervised,wine,(178|13|3),0,0.2,0.9550561797752809,0.9576576576576578,0.959866220735786,0.9575048732943471
ITML_Supervised,wine,(178|13|3),0,0.3,0.9775280898876404,0.9720394736842105,0.9833333333333334,0.9771529771529771
NCA,wine,(178|13|3),0,0,0.7303370786516854,0.7272030651340996,0.7314667608785256,0.7148697999364878
NCA,wine,(178|13|3),0,0.1,0.7303370786516854,0.7054143586401652,0.714258658008658,0.7079619726678551
NCA,wine,(178|13|3),0,0.2,0.7191011235955056,0.6958428680396644,0.7017045454545454,0.6949590579168535
NCA,wine,(178|13|3),0,0.3,0.6853932584269663,0.6492071250135766,0.655988455988456,0.6511730040547028
MLKR,wine,(178|13|3),0,0,0.6741573033707865,0.6800148312940304,0.6891812865497076,0.668379595512978
MLKR,wine,(178|13|3),0,0.1,0.6966292134831461,0.6896462288619151,0.708888888888889,0.6957726957726957
MLKR,wine,(178|13|3),0,0.2,0.7191011235955056,0.7227136227136227,0.7351973684210527,0.7011042097998619
MLKR,wine,(178|13|3),0,0.3,0.6853932584269663,0.6825396825396824,0.6824175824175823,0.6489816194734227
LFDA,wine,(178|13|3),0,0,0.9550561797752809,0.9480259870064968,0.9674796747967479,0.9558497058497059
LFDA,wine,(178|13|3),0,0.1,0.9775280898876404,0.9773755656108598,0.9773755656108598,0.9773755656108598
LFDA,wine,(178|13|3),0,0.2,0.9438202247191011,0.9479166666666666,0.9481017067223965,0.9443980828689181
LFDA,wine,(178|13|3),0,0.3,0.898876404494382,0.9063714063714063,0.9170040485829959,0.9019867894107244
LMNN,wine,(178|13|3),0,0,0.9438202247191011,0.9447601010101011,0.9490740740740741,0.9455630791161797
LMNN,wine,(178|13|3),0,0.1,0.9550561797752809,0.9658119658119658,0.9503448275862069,0.9561883311883314
LMNN,wine,(178|13|3),0,0.2,0.9550561797752809,0.9542016806722687,0.9563063063063062,0.9547138047138048
LMNN,wine,(178|13|3),0,0.3,0.898876404494382,0.9060224089635854,0.8951277480689246,0.899626517273576
RCA_Supervised,breast_cancer,(699|9|2),0,0,0.9371428571428572,0.9281206825734662,0.9281206825734662,0.9281206825734662
RCA_Supervised,breast_cancer,(699|9|2),0,0.1,0.9457142857142857,0.9456439393939393,0.9315689079637577,0.9380652131394884
RCA_Supervised,breast_cancer,(699|9|2),0,0.2,0.9142857142857143,0.9091630878054062,0.9031111111111111,0.90598474266681
RCA_Supervised,breast_cancer,(699|9|2),0,0.3,0.9142857142857143,0.9191617956976421,0.8866879424819338,0.9000723286002512
MMC_Supervised,breast_cancer,(699|9|2),0,0,0.9571428571428572,0.9507905065844979,0.9527335691128795,0.9517512016248357
MMC_Supervised,breast_cancer,(699|9|2),0,0.1,0.9514285714285714,0.9426666666666668,0.9510869565217391,0.946624803767661
MMC_Supervised,breast_cancer,(699|9|2),0,0.2,0.9514285714285714,0.9415451431799724,0.9530797101449275,0.9468232476249206
MMC_Supervised,breast_cancer,(699|9|2),0,0.3,0.9514285714285714,0.9427230577858193,0.9448863636363636,0.9437931588244741
LSML_Supervised,breast_cancer,(699|9|2),0,0,0.96,0.9511111111111111,0.9615482556659027,0.9559605982168536
LSML_Supervised,breast_cancer,(699|9|2),0,0.1,0.9828571428571429,0.9808226183518409,0.9808226183518409,0.9808226183518409
LSML_Supervised,breast_cancer,(699|9|2),0,0.2,0.9742857142857143,0.9745028691039013,0.9691692834713104,0.9717425431711146
LSML_Supervised,breast_cancer,(699|9|2),0,0.3,0.96,0.9493251846193023,0.9612038385422501,0.9548703212496317
ITML_Supervised,breast_cancer,(699|9|2),0,0,0.9714285714285714,0.9725813177648039,0.9672553600879604,0.9697692095080155
ITML_Supervised,breast_cancer,(699|9|2),0,0.1,0.9485714285714286,0.9362215078901228,0.9480042016806722,0.9417206290471785
ITML_Supervised,breast_cancer,(699|9|2),0,0.2,0.9685714285714285,0.9650297619047619,0.9666666666666667,0.9658382061952635
ITML_Supervised,breast_cancer,(699|9|2),0,0.3,0.9457142857142857,0.9559624637162512,0.9224506336575302,0.9365524610966407
NCA,breast_cancer,(699|9|2),0,0,0.9514285714285714,0.9470167315584552,0.9484797297297297,0.947738711122432
NCA,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9574810052600817,0.9655069878085043,0.9613174182139699
NCA,breast_cancer,(699|9|2),0,0.2,0.9514285714285714,0.9493159203980099,0.9480620155038759,0.9486799092626295
NCA,breast_cancer,(699|9|2),0,0.3,0.9571428571428572,0.9534440983039114,0.946590909090909,0.9499098377078741
MLKR,breast_cancer,(699|9|2),0,0,0.9571428571428572,0.9471606824548,0.9568837347606304,0.9517512016248357
MLKR,breast_cancer,(699|9|2),0,0.1,0.9485714285714286,0.9459325396825398,0.9429194819819819,0.944387556936549
MLKR,breast_cancer,(699|9|2),0,0.2,0.9342857142857143,0.9243551587301587,0.9322422317658523,0.9280549820807751
MLKR,breast_cancer,(699|9|2),0,0.3,0.9571428571428572,0.9523490930716623,0.9503237742830712,0.9513253414179623
LFDA,breast_cancer,(699|9|2),0,0,0.9571428571428572,0.9474206349206349,0.9593837535014005,0.9529042386185244
LFDA,breast_cancer,(699|9|2),0,0.1,0.9628571428571429,0.9579739434840666,0.9597826086956521,0.9588678255995805
LFDA,breast_cancer,(699|9|2),0,0.2,0.9485714285714286,0.9402097902097902,0.9492577790465315,0.944387556936549
LFDA,breast_cancer,(699|9|2),0,0.3,0.9685714285714285,0.9571469503241288,0.9744275944097531,0.9649141992691217
LMNN,breast_cancer,(699|9|2),0,0,0.9714285714285714,0.9645241618246778,0.9721580279520193,0.9681690858161446
LMNN,breast_cancer,(699|9|2),0,0.1,0.9657142857142857,0.9660626977279263,0.9593253968253967,0.9625321153297173
LMNN,breast_cancer,(699|9|2),0,0.2,0.96,0.9552364864864865,0.9583333333333333,0.9567458776173158
LMNN,breast_cancer,(699|9|2),0,0.3,0.9571428571428572,0.9591510556051145,0.9458118300913061,0.9519560741249142
RCA_Supervised,vehicle,(846|18|4),0,0,0.5933806146572104,0.5960624638440061,0.5876825813598194,0.5911259328449998
RCA_Supervised,vehicle,(846|18|4),0,0.1,0.6453900709219859,0.6525500376855892,0.6485950336071695,0.6501485070386971
RCA_Supervised,vehicle,(846|18|4),0,0.2,0.541371158392435,0.5443356661801684,0.5398626046746793,0.5418529182544487
RCA_Supervised,vehicle,(846|18|4),0,0.3,0.6122931442080378,0.6027017408107254,0.6135591350397176,0.605934555751229
MMC_Supervised,vehicle,(846|18|4),0,0,0.6382978723404256,0.6379013193829154,0.6452898490165571,0.6348363799902788
MMC_Supervised,vehicle,(846|18|4),0,0.1,0.6217494089834515,0.6085935460722065,0.6208683473389356,0.6111405629022836
MMC_Supervised,vehicle,(846|18|4),0,0.2,0.5957446808510638,0.6018791486291486,0.6088856461432248,0.5965136911040236
MMC_Supervised,vehicle,(846|18|4),0,0.3,0.5815602836879432,0.5819971560262822,0.5990645586066445,0.5859986958424999
LSML_Supervised,vehicle,(846|18|4),0,0,0.7257683215130024,0.721587745025245,0.7224546287046287,0.7216449962257796
LSML_Supervised,vehicle,(846|18|4),0,0.1,0.6619385342789598,0.6528337049687596,0.6663108767219279,0.6572753173585111
LSML_Supervised,vehicle,(846|18|4),0,0.2,0.6808510638297872,0.6826199453138464,0.6897372742200328,0.6858336982169355
LSML_Supervised,vehicle,(846|18|4),0,0.3,0.6761229314420804,0.6709098083882279,0.6816326335848129,0.6741255278955933
ITML_Supervised,vehicle,(846|18|4),0,0,0.7446808510638298,0.7434047421977701,0.7539940415513811,0.7476386399278295
ITML_Supervised,vehicle,(846|18|4),0,0.1,0.7163120567375887,0.7282529082431206,0.7257685502920062,0.7266040668744879
ITML_Supervised,vehicle,(846|18|4),0,0.2,0.6903073286052009,0.6813394819534169,0.6920562891194375,0.6859588844131511
ITML_Supervised,vehicle,(846|18|4),0,0.3,0.7257683215130024,0.7215634632261971,0.7215543283300292,0.7189665852000818
NCA,vehicle,(846|18|4),0,0,0.607565011820331,0.6082516174701426,0.610641378823197,0.6050043896885569
NCA,vehicle,(846|18|4),0,0.1,0.6382978723404256,0.6447208246627182,0.6412117737003058,0.6404024810587584
NCA,vehicle,(846|18|4),0,0.2,0.6453900709219859,0.6493665576099477,0.6525898131788735,0.6491684994288076
NCA,vehicle,(846|18|4),0,0.3,0.6595744680851063,0.6525596583898571,0.6601653375632923,0.652611866419638
MLKR,vehicle,(846|18|4),0,0,0.5673758865248227,0.5574349539320934,0.5699069370944372,0.5604830894724512
MLKR,vehicle,(846|18|4),0,0.1,0.6430260047281324,0.637959883802433,0.6373647089846743,0.6352790680421218
MLKR,vehicle,(846|18|4),0,0.2,0.6524822695035462,0.6412752697978417,0.6568831614703174,0.6439915589568581
MLKR,vehicle,(846|18|4),0,0.3,0.5555555555555556,0.5482191250483933,0.5677962364123286,0.5537626166171032
LFDA,vehicle,(846|18|4),0,0,0.7706855791962175,0.7743213383838384,0.7767268499123338,0.7743986379136635
LFDA,vehicle,(846|18|4),0,0.1,0.7304964539007093,0.7339398910661983,0.7512915974681165,0.7408351393273119
LFDA,vehicle,(846|18|4),0,0.2,0.7612293144208038,0.7509309083082221,0.7608205823034331,0.7541103001397119
LFDA,vehicle,(846|18|4),0,0.3,0.7943262411347518,0.7818244424620756,0.7891323998487778,0.7846051899776516
LMNN,vehicle,(846|18|4),0,0,0.806146572104019,0.8147666754816005,0.8124458211663164,0.8081031677490043
LMNN,vehicle,(846|18|4),0,0.1,0.7825059101654847,0.7824083576581957,0.7880168923554569,0.7847311866475444
LMNN,vehicle,(846|18|4),0,0.2,0.7588652482269503,0.7602116149973347,0.7614889844851216,0.7595092111326425
LMNN,vehicle,(846|18|4),0,0.3,0.7706855791962175,0.7608311819124176,0.7649317102175817,0.7589340507318035
RCA_Supervised,german_credit,(1000|24|2),0,0,0.672,0.562670785315433,0.529593267882188,0.5091466334642275
RCA_Supervised,german_credit,(1000|24|2),0,0.1,0.72,0.6582565556343019,0.6059318013624547,0.6117667938592598
RCA_Supervised,german_credit,(1000|24|2),0,0.2,0.684,0.5861860500264491,0.5670212140800376,0.5693320831243595
RCA_Supervised,german_credit,(1000|24|2),0,0.3,0.658,0.5465730951512943,0.5288749505565915,0.5186867748636279
MMC_Supervised,german_credit,(1000|24|2),0,0,0.702,0.6325828642901814,0.6180128992628993,0.6228974635425366
MMC_Supervised,german_credit,(1000|24|2),0,0.1,0.684,0.611947397208152,0.5880317905563347,0.5914272119820434
MMC_Supervised,german_credit,(1000|24|2),0,0.2,0.702,0.6179053711036653,0.5902379796017484,0.5950008426156965
MMC_Supervised,german_credit,(1000|24|2),0,0.3,0.72,0.6676819981724033,0.6230992844364938,0.6305756686580397
LSML_Supervised,german_credit,(1000|24|2),0,0,0.734,0.6778656126482214,0.65,0.6585804132973945
LSML_Supervised,german_credit,(1000|24|2),0,0.1,0.748,0.6658036348867906,0.634469696969697,0.6442687747035574
LSML_Supervised,german_credit,(1000|24|2),0,0.2,0.718,0.6680146727201659,0.6041293977340488,0.6078431372549019
LSML_Supervised,german_credit,(1000|24|2),0,0.3,0.75,0.7012628464241367,0.6462300368550369,0.6583187093740945
ITML_Supervised,german_credit,(1000|24|2),0,0,0.708,0.6247213684037636,0.6050099764910408,0.6106666666666667
ITML_Supervised,german_credit,(1000|24|2),0,0.1,0.698,0.6170805005419253,0.5915958451369216,0.5962545254252697
ITML_Supervised,german_credit,(1000|24|2),0,0.2,0.714,0.6426826932286179,0.6148368695920294,0.6216751062219894
ITML_Supervised,german_credit,(1000|24|2),0,0.3,0.672,0.5788617886178862,0.555013611615245,0.5529776052683224
NCA,german_credit,(1000|24|2),0,0,0.704,0.6404718535866076,0.6224667271627344,0.6279986326436228
NCA,german_credit,(1000|24|2),0,0.1,0.7,0.6041105598866052,0.5719378660555131,0.5739023725115898
NCA,german_credit,(1000|24|2),0,0.2,0.67,0.5851108177586326,0.57,0.5722706982097584
NCA,german_credit,(1000|24|2),0,0.3,0.716,0.6307695870677876,0.6135408497717721,0.6192947838023336
MLKR,german_credit,(1000|24|2),0,0,0.71,0.635591707393274,0.618523720349563,0.6241166741843331
MLKR,german_credit,(1000|24|2),0,0.1,0.7,0.6115604988203572,0.5768516368702112,0.5790678879310345
MLKR,german_credit,(1000|24|2),0,0.2,0.682,0.598611234359748,0.586352598348713,0.5898488889806068
MLKR,german_credit,(1000|24|2),0,0.3,0.69,0.6220137004497239,0.6275793650793651,0.6243680901904333
LFDA,german_credit,(1000|24|2),0,0,0.704,0.6308619650391802,0.6037782749192145,0.6094657068670706
LFDA,german_credit,(1000|24|2),0,0.1,0.678,0.5908575478384125,0.5601493881840702,0.5573980503521572
LFDA,german_credit,(1000|24|2),0,0.2,0.676,0.6034577061187606,0.5807877291043806,0.5831274703557312
LFDA,german_credit,(1000|24|2),0,0.3,0.72,0.649835832815689,0.6317493757802747,0.6379734789714309
LMNN,german_credit,(1000|24|2),0,0,0.748,0.7024993711554732,0.6667985157559662,0.6773268320665423
LMNN,german_credit,(1000|24|2),0,0.1,0.718,0.656926970892578,0.6195553539019963,0.6269663634776259
LMNN,german_credit,(1000|24|2),0,0.2,0.726,0.6776738473167044,0.6396817143599933,0.6483121550506995
LMNN,german_credit,(1000|24|2),0,0.3,0.74,0.6909090909090909,0.6592077753291519,0.6686648723595139
RCA_Supervised,isolet,(7797|617|26),10,0,0.7101820979738395,0.7185207201072001,0.7148187630140656,0.7087622887186161
RCA_Supervised,isolet,(7797|617|26),10,0.1,0.7163375224416517,0.7196084915562364,0.717389681866546,0.7141089522328044
RCA_Supervised,isolet,(7797|617|26),10,0.2,0.7035137214670428,0.7060267104261848,0.7033459113146103,0.700405424471731
RCA_Supervised,isolet,(7797|617|26),10,0.3,0.7337778917671198,0.7354373392364971,0.7364345064139374,0.7309922147606659
MMC_Supervised,isolet,(7797|617|26),10,0,0.3983072582713516,0.39788855738053996,0.4045664719750374,0.39480056697051435
MMC_Supervised,isolet,(7797|617|26),10,0.1,0.38086688894588355,0.37586383766196707,0.3815089038566097,0.37394262133615574
MMC_Supervised,isolet,(7797|617|26),10,0.2,0.39574249807642986,0.39086017194639144,0.39272359275647545,0.3854851929689803
MMC_Supervised,isolet,(7797|617|26),10,0.3,0.387278789433188,0.3745203815555345,0.38661570448344573,0.3741396338710071
LSML_Supervised,isolet,(7797|617|26),10,0,0.749935880995127,0.7533109023541014,0.7488414143021609,0.7465693738408358
LSML_Supervised,isolet,(7797|617|26),10,0.1,0.7414721723518851,0.7429221407061637,0.7388878902321104,0.7375834575440223
LSML_Supervised,isolet,(7797|617|26),10,0.2,0.7376250320595025,0.7434959217327126,0.7412017526790948,0.7374428027404517
LSML_Supervised,isolet,(7797|617|26),10,0.3,0.7409592203129007,0.7439364179841029,0.740601061332963,0.7390400057805684
ITML_Supervised,isolet,(7797|617|26),10,0,0.6140035906642729,0.6196727257091725,0.6141159942047153,0.6083088672348338
ITML_Supervised,isolet,(7797|617|26),10,0.1,0.6140035906642729,0.6181317060778463,0.6148784705344047,0.6083537290442826
ITML_Supervised,isolet,(7797|617|26),10,0.2,0.628622723775327,0.6412354895641112,0.6350177890573221,0.6310873297467752
ITML_Supervised,isolet,(7797|617|26),10,0.3,0.6211849192100538,0.6245148315713498,0.6213761144874747,0.6160353208156526
NCA,isolet,(7797|617|26),10,0,0.7424980764298538,0.7453769819662498,0.7421898506743211,0.7407786737725007
NCA,isolet,(7797|617|26),10,0.1,0.7424980764298538,0.7458009879451707,0.7448647711363738,0.7425448438399257
