algorithm,dataset_name,dataset_dimensions(elements|features|classes),PCA,adversarial_noise,accuracy,precision,recall,f1
ITML_Supervised,isolet,(7797|617|26),10,0.1,0.6260579635804052,0.6287959888371238,0.625172353802196,0.6230960256031843
ITML_Supervised,isolet,(7797|617|26),10,0.2,0.627083867658374,0.6309543799500563,0.6269150474818862,0.622694498831645
ITML_Supervised,isolet,(7797|617|26),10,0.3,0.5986150294947422,0.6057529612140077,0.5989071180727288,0.5957711600839265
NCA,isolet,(7797|617|26),10,0,0.7448063606052834,0.7450871194936183,0.7451368363408063,0.7410315399342805
NCA,isolet,(7797|617|26),10,0.1,0.7401897922544242,0.7405421011748887,0.7384524145331965,0.7347451295214392
NCA,isolet,(7797|617|26),10,0.2,0.7327519876891511,0.7378165677446437,0.7336383132107862,0.7311115390230404
NCA,isolet,(7797|617|26),10,0.3,0.7525006411900488,0.7557414506596855,0.7523063999240118,0.7510370841568447
MLKR,isolet,(7797|617|26),10,0,0.6773531674788408,0.6837452238720029,0.6786170881668754,0.6749709989032341
MLKR,isolet,(7797|617|26),10,0.1,0.6619646063093101,0.662953923000094,0.6631886161205153,0.6593773756692862
MLKR,isolet,(7797|617|26),10,0.2,0.6699153629135676,0.674482709462758,0.6701210547571653,0.6689346004997356
MLKR,isolet,(7797|617|26),10,0.3,0.6722236470889972,0.6755125519641662,0.6730862067101968,0.6715373983741675
LFDA,isolet,(7797|617|26),10,0,0.7094126699153629,0.7101339497143845,0.7087451381026612,0.7049975785041064
LFDA,isolet,(7797|617|26),10,0.1,0.7047961015645037,0.7060599755556988,0.7025704860134189,0.6994993261913509
LFDA,isolet,(7797|617|26),10,0.2,0.7078738137984099,0.7132002068755704,0.7091295431075344,0.7062584074269016
LFDA,isolet,(7797|617|26),10,0.3,0.7053090536034881,0.7085160296646992,0.704854077218448,0.7028967859522722
LMNN,isolet,(7797|617|26),10,0,0.7412156963323929,0.7461025609467692,0.7419059068250505,0.7382168516886853
LMNN,isolet,(7797|617|26),10,0.1,0.7094126699153629,0.7138129994245274,0.7100444063106419,0.7070411271429424
LMNN,isolet,(7797|617|26),10,0.2,0.6511926134906386,0.6603030443920754,0.6544685019186445,0.6511346458139626
LMNN,isolet,(7797|617|26),10,0.3,0.6637599384457553,0.6669106119826895,0.6627783197456891,0.6608380778579579
NCA,letters,(20000|16|26),10,0,0.9201,0.9215346363286543,0.920087878948597,0.9204326256288553
NCA,image_segment,(2100|19|7),0,0,0.8904761904761904,0.895443870558287,0.8913996728150135,0.8906834356076628
NCA,image_segment,(2100|19|7),0,0.1,0.9238095238095239,0.9251812557765419,0.923948974944443,0.9231468082468677
NCA,image_segment,(2100|19|7),0,0,0.9171428571428571,0.9169093962588513,0.9160178778955403,0.9153559933499368
NCA,image_segment,(2100|19|7),0,0.1,0.939047619047619,0.9374225021021513,0.9322625154923292,0.9326510449502841
NCA,image_segment,(2100|19|7),0,0.2,0.9314285714285714,0.9323289098943609,0.9301353163326814,0.9296445423697409
NCA,image_segment,(2100|19|7),0,0.3,0.9133333333333333,0.9163284088004732,0.9142791892561578,0.9118223046373333
LMNN,image_segment,(2100|19|7),0,0,0.959047619047619,0.9597191854508761,0.9593474676839232,0.9591028384050431
LMNN,image_segment,(2100|19|7),0,0.1,0.920952380952381,0.9221861084109052,0.9219395099826381,0.9186406523030309
LMNN,image_segment,(2100|19|7),0,0.2,0.9352380952380952,0.9342493714515875,0.9354238919640696,0.9345953937243952
LMNN,image_segment,(2100|19|7),0,0.3,0.9180952380952381,0.92232405193383,0.9179340346962986,0.9191596293558809
MMC_Supervised,soybean,(150|4|3),0,0,0.9866666666666667,0.9861111111111112,0.9871794871794872,0.9863718537060214
MMC_Supervised,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9520833333333334,0.9434343434343435,0.9467485919098823
MMC_Supervised,soybean,(150|4|3),0,0.2,0.9333333333333333,0.9327777777777778,0.935465768799102,0.9318592685301071
MMC_Supervised,soybean,(150|4|3),0,0.3,0.9733333333333334,0.974320987654321,0.974320987654321,0.974320987654321
LSML_Supervised,soybean,(150|4|3),0,0,0.9733333333333334,0.9738461538461539,0.9738461538461539,0.9738461538461539
LSML_Supervised,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9484126984126985,0.9437012263099219,0.9450056116722783
LSML_Supervised,soybean,(150|4|3),0,0.2,0.9466666666666667,0.9487179487179488,0.9503968253968255,0.948641975308642
LSML_Supervised,soybean,(150|4|3),0,0.3,0.9866666666666667,0.989247311827957,0.9876543209876543,0.9882462109495824
ITML_Supervised,soybean,(150|4|3),0,0,0.9866666666666667,0.9885057471264368,0.9866666666666667,0.9873493256951903
ITML_Supervised,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9420289855072465,0.9487179487179488,0.9404761904761904
ITML_Supervised,soybean,(150|4|3),0,0.2,0.9466666666666667,0.9443478260869566,0.9443478260869566,0.9443478260869566
ITML_Supervised,soybean,(150|4|3),0,0.3,0.9866666666666667,0.9848484848484849,0.9888888888888889,0.9865983445013796
NCA,soybean,(150|4|3),0,0,0.9466666666666667,0.9523809523809524,0.9523809523809524,0.9487179487179486
NCA,soybean,(150|4|3),0,0.1,0.96,0.9618390804597702,0.9638888888888889,0.9626426841923211
NCA,soybean,(150|4|3),0,0.2,0.9733333333333334,0.9713064713064714,0.9713064713064714,0.9713064713064714
NCA,soybean,(150|4|3),0,0.3,0.96,0.9655172413793104,0.96,0.9605415860735009
MLKR,soybean,(150|4|3),0,0,0.9333333333333333,0.9361904761904762,0.9377394636015325,0.9367466284759519
MLKR,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9456654456654455,0.9426328502415459,0.943030303030303
MLKR,soybean,(150|4|3),0,0.2,0.9066666666666666,0.9227272727272727,0.9080952380952381,0.9098967820279297
MLKR,soybean,(150|4|3),0,0.3,0.96,0.9629166666666666,0.9659090909090909,0.9642072213500786
LFDA,soybean,(150|4|3),0,0,0.9733333333333334,0.9710144927536232,0.9753086419753086,0.972027972027972
LFDA,soybean,(150|4|3),0,0.1,0.96,0.9629629629629629,0.9629629629629629,0.9607843137254902
LFDA,soybean,(150|4|3),0,0.2,0.9866666666666667,0.9888888888888889,0.9841269841269842,0.9862202011850627
LFDA,soybean,(150|4|3),0,0.3,0.9466666666666667,0.9540229885057471,0.9523809523809524,0.949667616334283
LMNN,soybean,(150|4|3),0,0,0.9733333333333334,0.9761904761904763,0.9682539682539683,0.9709876543209877
LMNN,soybean,(150|4|3),0,0.1,0.9466666666666667,0.9476543209876542,0.951024487756122,0.9484126984126983
LMNN,soybean,(150|4|3),0,0.2,0.9733333333333334,0.9725028058361391,0.9725028058361391,0.9725028058361391
LMNN,soybean,(150|4|3),0,0.3,0.9466666666666667,0.9464285714285715,0.9515151515151515,0.9480259870064968
MMC_Supervised,iris,(150|4|3),0,0,1.0,1.0,1.0,1.0
MMC_Supervised,iris,(150|4|3),0,0.1,0.96,0.9666666666666667,0.9615384615384616,0.9620479770855711
MMC_Supervised,iris,(150|4|3),0,0.2,0.9466666666666667,0.9491341991341992,0.9455128205128206,0.9463231347289319
MMC_Supervised,iris,(150|4|3),0,0.3,0.9733333333333334,0.970959595959596,0.970959595959596,0.970959595959596
LSML_Supervised,iris,(150|4|3),0,0,0.96,0.9609876543209875,0.9623015873015873,0.9614100185528757
LSML_Supervised,iris,(150|4|3),0,0.1,0.9866666666666667,0.9833333333333334,0.9855072463768115,0.9840455840455841
LSML_Supervised,iris,(150|4|3),0,0.2,0.9333333333333333,0.9359959037378393,0.9323232323232323,0.9339179057059347
LSML_Supervised,iris,(150|4|3),0,0.3,0.9733333333333334,0.9725028058361391,0.9725028058361391,0.9725028058361391
ITML_Supervised,iris,(150|4|3),0,0,0.9733333333333334,0.9722222222222222,0.9743589743589745,0.9721739130434782
ITML_Supervised,iris,(150|4|3),0,0.1,0.9866666666666667,0.9876543209876543,0.9880952380952381,0.9876500857632934
ITML_Supervised,iris,(150|4|3),0,0.2,0.96,0.9601571268237935,0.9581939799331104,0.9589098532494758
ITML_Supervised,iris,(150|4|3),0,0.3,0.9066666666666666,0.9049999999999999,0.9049999999999999,0.9047619047619048
NCA,iris,(150|4|3),0,0,0.96,0.9624881291547959,0.9624881291547959,0.9622641509433962
NCA,iris,(150|4|3),0,0.1,0.96,0.967741935483871,0.9523809523809524,0.9574098218166013
NCA,iris,(150|4|3),0,0.2,0.9466666666666667,0.9497929606625259,0.9471794871794872,0.9475308641975309
NCA,iris,(150|4|3),0,0.3,0.76,0.7507246376811594,0.7507246376811594,0.75
MLKR,iris,(150|4|3),0,0,0.9466666666666667,0.9506172839506174,0.9540229885057471,0.948641975308642
MLKR,iris,(150|4|3),0,0.1,0.96,0.9619047619047619,0.9582027168234065,0.9597950335041388
MLKR,iris,(150|4|3),0,0.2,0.96,0.96,0.9666666666666667,0.9611795446061965
MLKR,iris,(150|4|3),0,0.3,0.9466666666666667,0.9453734671125975,0.9453734671125975,0.9453734671125975
LFDA,iris,(150|4|3),0,0,0.96,0.96,0.9629629629629629,0.9591155611180643
LFDA,iris,(150|4|3),0,0.1,0.9733333333333334,0.974320987654321,0.974320987654321,0.974320987654321
LFDA,iris,(150|4|3),0,0.2,0.9866666666666667,0.9871794871794872,0.9871794871794872,0.9869281045751634
LFDA,iris,(150|4|3),0,0.3,0.9466666666666667,0.9413702239789196,0.9424603174603176,0.9407114624505928
LMNN,iris,(150|4|3),0,0,0.96,0.9624542124542126,0.9636781609195402,0.9628482972136223
LMNN,iris,(150|4|3),0,0.1,0.9466666666666667,0.956989247311828,0.9444444444444445,0.9467084639498432
LMNN,iris,(150|4|3),0,0.2,0.96,0.9638447971781305,0.9638447971781305,0.9636363636363635
LMNN,iris,(150|4|3),0,0.3,0.9466666666666667,0.9470457079152732,0.9461111111111111,0.9455555555555555
MMC_Supervised,wine,(178|13|3),0,0,0.9213483146067416,0.9247219355578489,0.9172932330827068,0.9188063063063062
MMC_Supervised,wine,(178|13|3),0,0.1,0.8202247191011236,0.8562647754137117,0.7930140920323248,0.8067076859516327
MMC_Supervised,wine,(178|13|3),0,0.2,0.7640449438202247,0.7751803751803753,0.7765873015873016,0.7614428227431324
MMC_Supervised,wine,(178|13|3),0,0.3,0.8314606741573034,0.8480158730158731,0.8315924219150026,0.8330008384653192
LSML_Supervised,wine,(178|13|3),0,0,0.8202247191011236,0.8196026421178552,0.8175925925925926,0.8181656669024754
LSML_Supervised,wine,(178|13|3),0,0.1,0.7528089887640449,0.7615732880588567,0.7486274509803922,0.7478967655438243
LSML_Supervised,wine,(178|13|3),0,0.2,0.8089887640449438,0.8044428963969193,0.8048128342245988,0.8003160860303717
LSML_Supervised,wine,(178|13|3),0,0.3,0.8089887640449438,0.8200929152148664,0.8107831333637785,0.8046070460704607
ITML_Supervised,wine,(178|13|3),0,0,0.9775280898876404,0.9760683760683762,0.980952380952381,0.9780104132048298
ITML_Supervised,wine,(178|13|3),0,0.1,0.9550561797752809,0.9554367201426025,0.963963963963964,0.9578158275832694
ITML_Supervised,wine,(178|13|3),0,0.2,0.9550561797752809,0.9589934762348555,0.9561883311883311,0.957345923751299
ITML_Supervised,wine,(178|13|3),0,0.3,0.9550561797752809,0.9607843137254902,0.9547892720306512,0.9557676518883417
NCA,wine,(178|13|3),0,0,0.6067415730337079,0.5864357864357864,0.6163551221022485,0.5951633986928104
NCA,wine,(178|13|3),0,0.1,0.6629213483146067,0.6761133603238866,0.6451914098972923,0.6514772074635039
NCA,wine,(178|13|3),0,0.2,0.7640449438202247,0.7454366809205518,0.7454366809205518,0.7454366809205518
NCA,wine,(178|13|3),0,0.3,0.6741573033707865,0.6512782888424855,0.6486402486402487,0.6296827466318992
MLKR,wine,(178|13|3),0,0,0.7078651685393258,0.6957403651115618,0.7059578318948634,0.6949082663368378
MLKR,wine,(178|13|3),0,0.1,0.6966292134831461,0.6882783882783882,0.7018414522659006,0.678526674271355
MLKR,wine,(178|13|3),0,0.2,0.6966292134831461,0.7130140110785272,0.7445108896271687,0.6989314244216205
MLKR,wine,(178|13|3),0,0.3,0.7078651685393258,0.693121693121693,0.6850277868584506,0.68761451726568
LFDA,wine,(178|13|3),0,0,0.9438202247191011,0.9447552447552447,0.9483660130718955,0.9463662081748123
LFDA,wine,(178|13|3),0,0.1,0.8651685393258427,0.8635520949202817,0.8876914818943803,0.8677655677655678
LFDA,wine,(178|13|3),0,0.2,0.9438202247191011,0.9442733990147784,0.9458874458874459,0.9449103528050897
LFDA,wine,(178|13|3),0,0.3,0.9887640449438202,0.989247311827957,0.9907407407407408,0.9898406834449318
LMNN,wine,(178|13|3),0,0,0.8876404494382022,0.8921832173729708,0.8937764744216358,0.8848646378497125
LMNN,wine,(178|13|3),0,0.1,0.9775280898876404,0.9740259740259741,0.981981981981982,0.9774824543117226
LMNN,wine,(178|13|3),0,0.2,0.8764044943820225,0.8722587719298245,0.8652312599681021,0.8665761765469252
LMNN,wine,(178|13|3),0,0.3,0.8876404494382022,0.9019607843137255,0.8865147198480532,0.8867872506519175
RCA_Supervised,breast_cancer,(699|9|2),0,0,0.9142857142857143,0.9217687074829932,0.8837312113174183,0.8990423445252105
RCA_Supervised,breast_cancer,(699|9|2),0,0.1,0.9085714285714286,0.918168880455408,0.8802847282139776,0.8949579831932772
RCA_Supervised,breast_cancer,(699|9|2),0,0.2,0.9314285714285714,0.9334990424188093,0.9049830598804675,0.9174560748398255
RCA_Supervised,breast_cancer,(699|9|2),0,0.3,0.9342857142857143,0.9380434782608695,0.9214158736798076,0.9285707947719144
MMC_Supervised,breast_cancer,(699|9|2),0,0,0.9714285714285714,0.9667991834103362,0.9703706376989426,0.9685432844406097
MMC_Supervised,breast_cancer,(699|9|2),0,0.1,0.9685714285714285,0.9638004091174752,0.965756942151792,0.9647677876916039
MMC_Supervised,breast_cancer,(699|9|2),0,0.2,0.9485714285714286,0.9478683704625127,0.9358424122372621,0.9414585191793042
MMC_Supervised,breast_cancer,(699|9|2),0,0.3,0.96,0.9521498418176589,0.9594170075978959,0.9556159420289856
LSML_Supervised,breast_cancer,(699|9|2),0,0,0.9714285714285714,0.9640947288006112,0.9720629047178538,0.967902864898573
LSML_Supervised,breast_cancer,(699|9|2),0,0.1,0.9514285714285714,0.9517142756258606,0.9445718654434251,0.9479070907642335
LSML_Supervised,breast_cancer,(699|9|2),0,0.2,0.9514285714285714,0.9512870290480299,0.9432399985876205,0.9470164471633764
LSML_Supervised,breast_cancer,(699|9|2),0,0.3,0.9571428571428572,0.9461929631665751,0.9650979549443071,0.9540356683213826
ITML_Supervised,breast_cancer,(699|9|2),0,0,0.9657142857142857,0.9651515151515151,0.956437704430568,0.960609243697479
ITML_Supervised,breast_cancer,(699|9|2),0,0.1,0.9628571428571429,0.9572099336047835,0.9591806660772177,0.9581843747415243
ITML_Supervised,breast_cancer,(699|9|2),0,0.2,0.9542857142857143,0.9490705373058315,0.9490705373058315,0.9490705373058315
ITML_Supervised,breast_cancer,(699|9|2),0,0.3,0.9485714285714286,0.9445499707773232,0.9409420289855073,0.9427043544690603
NCA,breast_cancer,(699|9|2),0,0,0.9457142857142857,0.9409758562200008,0.9392795513373597,0.9401176036235603
NCA,breast_cancer,(699|9|2),0,0.1,0.9371428571428572,0.9322564752252251,0.9322564752252251,0.9322564752252251
NCA,breast_cancer,(699|9|2),0,0.2,0.9657142857142857,0.9616452367036821,0.9616452367036821,0.9616452367036821
NCA,breast_cancer,(699|9|2),0,0.3,0.9571428571428572,0.9477606553827276,0.9570807544945477,0.9521557262760751
MLKR,breast_cancer,(699|9|2),0,0,0.9742857142857143,0.9712301587301587,0.9728888888888889,0.9720494414324883
MLKR,breast_cancer,(699|9|2),0,0.1,0.9314285714285714,0.9247322725583595,0.933161068044789,0.9283985134167547
MLKR,breast_cancer,(699|9|2),0,0.2,0.9542857142857143,0.9429590017825311,0.954669355139838,0.9484232242852932
MLKR,breast_cancer,(699|9|2),0,0.3,0.9714285714285714,0.959709234365868,0.9767045454545455,0.9674769550996134
LFDA,breast_cancer,(699|9|2),0,0,0.9542857142857143,0.9571549099446095,0.9431111111111111,0.9494748998520336
LFDA,breast_cancer,(699|9|2),0,0.1,0.9628571428571429,0.9543428242737992,0.9635926781849529,0.9587035642000744
LFDA,breast_cancer,(699|9|2),0,0.2,0.9542857142857143,0.9474789915966386,0.9474789915966386,0.9474789915966386
LFDA,breast_cancer,(699|9|2),0,0.3,0.9657142857142857,0.9584411849295369,0.9658094681472823,0.9619565217391304
LMNN,breast_cancer,(699|9|2),0,0,0.9685714285714285,0.9641304347826087,0.9660045836516424,0.9650568620154476
LMNN,breast_cancer,(699|9|2),0,0.1,0.9742857142857143,0.9741302408563782,0.967921206118631,0.9709245977902694
LMNN,breast_cancer,(699|9|2),0,0.2,0.9457142857142857,0.9443343971240967,0.935468794938165,0.9396436707539549
LMNN,breast_cancer,(699|9|2),0,0.3,0.98,0.9772337996003426,0.9789943053615557,0.9781036901984967
RCA_Supervised,vehicle,(846|18|4),0,0,0.5366430260047281,0.5567780220397082,0.5390932392020135,0.5435398981206189
RCA_Supervised,vehicle,(846|18|4),0,0.1,0.607565011820331,0.6413957688338494,0.6059464639854271,0.6158415032679738
RCA_Supervised,vehicle,(846|18|4),0,0.2,0.6217494089834515,0.6298624378057229,0.6274638950381526,0.6283983313823802
RCA_Supervised,vehicle,(846|18|4),0,0.3,0.6193853427895981,0.6190835944062594,0.6222366585320572,0.6188746986385169
MMC_Supervised,vehicle,(846|18|4),0,0,0.5981087470449172,0.5838666435551749,0.6044934288150012,0.5889111720325819
MMC_Supervised,vehicle,(846|18|4),0,0.1,0.6170212765957447,0.608345364054466,0.6288159606889704,0.6159244211747497
MMC_Supervised,vehicle,(846|18|4),0,0.2,0.6312056737588653,0.6319545318198136,0.6406873937977909,0.6327175239899623
MMC_Supervised,vehicle,(846|18|4),0,0.3,0.6217494089834515,0.6171427452559971,0.6349948508588031,0.6189141549822953
LSML_Supervised,vehicle,(846|18|4),0,0,0.6950354609929078,0.698673507284963,0.7140711808239255,0.7045250203903135
LSML_Supervised,vehicle,(846|18|4),0,0.1,0.6666666666666666,0.6567752301545944,0.6669920781191133,0.6614358639413203
LSML_Supervised,vehicle,(846|18|4),0,0.2,0.7139479905437353,0.7137973134894016,0.7217320204820206,0.717272607867376
LSML_Supervised,vehicle,(846|18|4),0,0.3,0.7186761229314421,0.7103690577371127,0.7183221845376748,0.7130344115774272
ITML_Supervised,vehicle,(846|18|4),0,0,0.7163120567375887,0.7047951482479784,0.7151576858813701,0.7090818369409441
ITML_Supervised,vehicle,(846|18|4),0,0.1,0.7730496453900709,0.7802524576470439,0.7739511823035851,0.7698521072713812
ITML_Supervised,vehicle,(846|18|4),0,0.2,0.6713947990543735,0.6672446954557191,0.6786043649027629,0.6706897153976137
ITML_Supervised,vehicle,(846|18|4),0,0.3,0.7163120567375887,0.7072309409958878,0.7072074184412814,0.7065760366235891
NCA,vehicle,(846|18|4),0,0,0.6146572104018913,0.6164805624483044,0.6158747037835823,0.6099961732629959
NCA,vehicle,(846|18|4),0,0.1,0.5791962174940898,0.5789788713701757,0.5896757523690513,0.5792461001352983
NCA,vehicle,(846|18|4),0,0.2,0.5886524822695035,0.582851825956115,0.6025376041763486,0.5839950655296873
NCA,vehicle,(846|18|4),0,0.3,0.607565011820331,0.6007671864646555,0.6063688578530242,0.60206036101816
MLKR,vehicle,(846|18|4),0,0,0.5910165484633569,0.5921507999415665,0.6017111325050789,0.5918912931100149
MLKR,vehicle,(846|18|4),0,0.1,0.5933806146572104,0.5907794316671529,0.6101592254393612,0.5895556385362211
MLKR,vehicle,(846|18|4),0,0.2,0.640661938534279,0.6281726532922144,0.6355767225984246,0.6284749772932229
MLKR,vehicle,(846|18|4),0,0.3,0.5839243498817966,0.5786507810409419,0.5968511122367297,0.5777049658687046
LFDA,vehicle,(846|18|4),0,0,0.7588652482269503,0.7613624402045323,0.7574244308825538,0.758823956340748
LFDA,vehicle,(846|18|4),0,0.1,0.7612293144208038,0.7582034167289022,0.7640758047767394,0.76092845767953
LFDA,vehicle,(846|18|4),0,0.2,0.7612293144208038,0.7564663386960953,0.7718671542079559,0.7600411426821942
LFDA,vehicle,(846|18|4),0,0.3,0.7683215130023641,0.765691813992179,0.7654332343862018,0.7570182658983459
LMNN,vehicle,(846|18|4),0,0,0.7659574468085106,0.763712168845893,0.7715093634437984,0.7671460616212962
LMNN,vehicle,(846|18|4),0,0.1,0.7423167848699763,0.736487851887511,0.7446139174641255,0.7400315721241048
LMNN,vehicle,(846|18|4),0,0.2,0.7659574468085106,0.763574481474967,0.7694067453617988,0.7662203265277159
LMNN,vehicle,(846|18|4),0,0.3,0.7943262411347518,0.7814657928388746,0.7891018907563025,0.7843542154292561
RCA_Supervised,german_credit,(1000|24|2),0,0,0.668,0.5859213250517599,0.5430631155449563,0.5255082207129954
RCA_Supervised,german_credit,(1000|24|2),0,0.1,0.672,0.5724417426545086,0.5444425608860259,0.5369847543760587
RCA_Supervised,german_credit,(1000|24|2),0,0.2,0.702,0.6279943427914788,0.5821234119782215,0.5831258288521692
MMC_Supervised,german_credit,(1000|24|2),0,0,0.704,0.6296682299808929,0.5999158683722442,0.6053333333333333
MMC_Supervised,german_credit,(1000|24|2),0,0.1,0.726,0.6638338752586461,0.6271726036826708,0.6356363597678711
MMC_Supervised,german_credit,(1000|24|2),0,0.2,0.728,0.654566590050461,0.6146010851893204,0.6228591711775667
MMC_Supervised,german_credit,(1000|24|2),0,0.3,0.682,0.5874625872963086,0.5661520006191472,0.5678196911133944
LSML_Supervised,german_credit,(1000|24|2),0,0,0.722,0.6788135376429356,0.6284926470588235,0.6360322805327021
LSML_Supervised,german_credit,(1000|24|2),0,0.1,0.714,0.6618589743589745,0.6050305472507475,0.6091166035239641
LSML_Supervised,german_credit,(1000|24|2),0,0.2,0.722,0.6833658219623132,0.6288443275622763,0.6360322805327021
LSML_Supervised,german_credit,(1000|24|2),0,0.3,0.72,0.6461309523809524,0.595000386966953,0.5998262102398756
ITML_Supervised,german_credit,(1000|24|2),0,0,0.722,0.668597341954023,0.6404394576905096,0.648206358606796
ITML_Supervised,german_credit,(1000|24|2),0,0.1,0.694,0.6150033602150538,0.608180722653549,0.6109622201089305
ITML_Supervised,german_credit,(1000|24|2),0,0.2,0.694,0.6304566865664123,0.5958435117329188,0.5993736613057801
ITML_Supervised,german_credit,(1000|24|2),0,0.3,0.714,0.634128524389978,0.6231283529505964,0.6274469958680485
NCA,german_credit,(1000|24|2),0,0,0.68,0.6027103957278521,0.5762505843852268,0.5778007641806169
NCA,german_credit,(1000|24|2),0,0.1,0.702,0.6213942307692308,0.5811105374863764,0.583125828852169
NCA,german_credit,(1000|24|2),0,0.2,0.684,0.6186204280199059,0.5987075448923882,0.6028634051195431
NCA,german_credit,(1000|24|2),0,0.3,0.7,0.6181985623289248,0.5890424158331888,0.593416601613323
MLKR,german_credit,(1000|24|2),0,0,0.704,0.6252802337590367,0.5958451369216242,0.6010437557956482
MLKR,german_credit,(1000|24|2),0,0.1,0.674,0.5998168498168498,0.5639073636380293,0.5593999189079605
MLKR,german_credit,(1000|24|2),0,0.2,0.706,0.6304347826086957,0.593615556702805,0.5981828022239352
MLKR,german_credit,(1000|24|2),0,0.3,0.654,0.5494444976534815,0.5401165614375911,0.5398911696338811
LFDA,german_credit,(1000|24|2),0,0,0.7,0.6225147275405007,0.6030106028945128,0.6082241584654924
LFDA,german_credit,(1000|24|2),0,0.1,0.632,0.5317887931034483,0.5271805896805897,0.5265151515151515
LFDA,german_credit,(1000|24|2),0,0.2,0.726,0.6446428571428571,0.596011379126415,0.6021120011152481
LFDA,german_credit,(1000|24|2),0,0.3,0.692,0.6025844479709817,0.5791160757649344,0.5825743776563449
LMNN,german_credit,(1000|24|2),0,0,0.722,0.6766817616555996,0.6384191176470588,0.6465604483342572
LMNN,german_credit,(1000|24|2),0,0.1,0.736,0.6822134387351779,0.653086396326306,0.66196144311733
LMNN,german_credit,(1000|24|2),0,0.2,0.748,0.7249728646572597,0.6490898024677696,0.6603480623665654
LMNN,german_credit,(1000|24|2),0,0.3,0.76,0.6906374848011116,0.6559107052257738,0.6672286804507942
RCA_Supervised,isolet,(7797|617|26),10,0,0.7258271351628622,0.7243118691755667,0.7246029427333756,0.7208590338293802
RCA_Supervised,isolet,(7797|617|26),10,0.1,0.7124903821492691,0.7187448226955601,0.7163346550918963,0.7126803423888728
RCA_Supervised,isolet,(7797|617|26),10,0.2,0.7435239805078225,0.7421828018077736,0.74096174172005,0.7380861594299624
RCA_Supervised,isolet,(7797|617|26),10,0.3,0.7324955116696589,0.7354977396899367,0.7341846913232489,0.7290294338733676
MMC_Supervised,isolet,(7797|617|26),10,0,0.3975378302128751,0.3941515400407035,0.3989421874264644,0.389584798969057
MMC_Supervised,isolet,(7797|617|26),10,0.1,0.3890741215696332,0.3891590165096608,0.39753435461505315,0.38295697754092334
MMC_Supervised,isolet,(7797|617|26),10,0.2,0.398820210310336,0.3956132619106895,0.3985042786359538,0.3902879634903521
MMC_Supervised,isolet,(7797|617|26),10,0.3,0.4167735316747884,0.4182435205584133,0.41515859517099873,0.4093260209165029
LSML_Supervised,isolet,(7797|617|26),10,0,0.7368556040010259,0.7410087606895945,0.7360947303843344,0.7333719448275698
LSML_Supervised,isolet,(7797|617|26),10,0.1,0.7371120800205181,0.7433026666569547,0.737694996030551,0.7367950889458543
LSML_Supervised,isolet,(7797|617|26),10,0.2,0.7478840728391896,0.7524483215456598,0.7488278725841842,0.747301332982765
LSML_Supervised,isolet,(7797|617|26),10,0.3,0.7417286483713773,0.7457311105180064,0.7392627490638535,0.7372232048864085
ITML_Supervised,isolet,(7797|617|26),10,0,0.63016157989228,0.6377286846062904,0.6300301060980245,0.627663509541783
ITML_Supervised,isolet,(7797|617|26),10,0.1,0.6237496794049756,0.6276962776855014,0.6240424085738212,0.6208825095952771
ITML_Supervised,isolet,(7797|617|26),10,0.2,0.62426263144396,0.6305364796771287,0.6250118104228837,0.6198836018594895
ITML_Supervised,isolet,(7797|617|26),10,0.3,0.6558091818414978,0.6624449811894788,0.6568729149485841,0.6523787273140645
NCA,isolet,(7797|617|26),10,0,0.7409592203129007,0.7458185841469669,0.7443505557658937,0.7415653890658718
NCA,isolet,(7797|617|26),10,0.1,0.7401897922544242,0.74474159182806,0.742063265474632,0.7392336224777628
NCA,isolet,(7797|617|26),10,0.2,0.722492946909464,0.7255632864552901,0.721366920694314,0.7204872645186674
NCA,isolet,(7797|617|26),10,0.3,0.7414721723518851,0.7439700508624043,0.7417879961566664,0.7394397676488444
MLKR,isolet,(7797|617|26),10,0,0.6845344960246217,0.6922991605684938,0.6863929749977999,0.6861140013452889
MLKR,isolet,(7797|617|26),10,0.1,0.6563221338804822,0.6632907160343635,0.656401365349277,0.6539028373035064
MLKR,isolet,(7797|617|26),10,0.2,0.6750448833034112,0.6833422527957373,0.6776784875130988,0.673914923674692
MLKR,isolet,(7797|617|26),10,0.3,0.6642728904847397,0.6666423785817547,0.6640182043692833,0.6608816519542098
LFDA,isolet,(7797|617|26),10,0,0.7055655296229802,0.7065046269018663,0.7058237286666351,0.7023242529777913
LFDA,isolet,(7797|617|26),10,0.1,0.7094126699153629,0.7132441029263261,0.712481949495253,0.7079753861587813
LFDA,isolet,(7797|617|26),10,0.2,0.7137727622467299,0.7147373949142721,0.7149165544548245,0.7099506841699708
LFDA,isolet,(7797|617|26),10,0.3,0.7014619133111054,0.7051782273611011,0.6999948444883084,0.6976204378219842
LMNN,isolet,(7797|617|26),10,0,0.7391638881764555,0.7417710051672871,0.7420836903277941,0.7374076489168543
LMNN,isolet,(7797|617|26),10,0.1,0.6983842010771992,0.7047756551912989,0.6997124322156569,0.6970833559092514
